,BALY US Equity,BALY US Equity,BALY US Equity,BALY US Equity,BALY US Equity
2021-09-22,44.99,47.66,44.695,47.25,586035.0
2021-09-23,47.47,50.06,47.3501,49.59,745238.0
2021-09-24,49.28,51.62,49.02,50.97,655494.0
2021-09-25,49.28,51.62,49.02,50.97,655494.0
2021-09-26,49.28,51.62,49.02,50.97,655494.0
2021-09-27,51.04,54.26,51.025,53.82,664917.0
2021-09-28,53.61,54.48,52.5,52.97,508208.0
2021-09-29,53.22,53.75,51.29,51.62,427928.0
2021-09-30,52.06,52.06,49.79,50.14,580804.0
2021-10-01,50.78,53.69,50.765,53.08,601730.0
2021-10-02,50.78,53.69,50.765,53.08,601730.0
2021-10-03,50.78,53.69,50.765,53.08,601730.0
2021-10-04,55.03,55.03,52.82,53.16,495255.0
2021-10-05,53.24,53.86,50.1,51.51,555990.0
2021-10-06,50.95,53.43,49.99,53.39,587811.0
2021-10-07,53.84,53.95,51.91,52.72,451917.0
2021-10-08,52.61,52.83,50.57,51.15,320464.0
2021-10-09,52.61,52.83,50.57,51.15,320464.0
2021-10-10,52.61,52.83,50.57,51.15,320464.0
2021-10-11,51.17,51.5,49.59,50.01,389422.0
2021-10-12,50.56,51.1,49.04,50.57,519535.0
2021-10-13,50.5,50.5,49.17,49.37,241135.0
2021-10-14,49.87,49.96,48.941,49.65,316641.0
2021-10-15,51.09,51.91,49.961,51.06,498566.0
2021-10-16,51.09,51.91,49.961,51.06,498566.0
2021-10-17,51.09,51.91,49.961,51.06,498566.0
2021-10-18,50.31,51.885,50.01,51.17,357630.0
2021-10-19,51.59,51.59,50.21,50.8,345714.0
2021-10-20,50.8,51.91,49.52,49.63,403653.0
2021-10-21,49.38,50.42,48.99,49.23,206046.0
2021-10-22,49.02,49.99,48.41,49.5,277042.0
2021-10-23,49.02,49.99,48.41,49.5,277042.0
2021-10-24,49.02,49.99,48.41,49.5,277042.0
2021-10-25,48.95,49.81,48.33,49.66,185399.0
2021-10-26,51.43,52.335,51.03,52.01,751506.0
2021-10-27,50.74,51.16,50.05,50.61,548676.0
2021-10-28,50.54,50.94,46.44,47.34,808853.0
2021-10-29,47.05,47.905,44.05,45.81,1216311.0
2021-10-30,47.05,47.905,44.05,45.81,1216311.0
2021-10-31,47.05,47.905,44.05,45.81,1216311.0
2021-11-01,45.74,48.0,45.5,47.36,528655.0
2021-11-02,47.01,47.07,44.86,45.39,344972.0
2021-11-03,45.19,46.88,44.84,45.55,341641.0
2021-11-04,45.22,45.87,42.55,42.94,920479.0
2021-11-05,43.81,46.2,43.81,45.23,1298456.0
2021-11-06,43.81,46.2,43.81,45.23,1298456.0
2021-11-07,43.81,46.2,43.81,45.23,1298456.0
2021-11-08,45.61,45.61,43.27,43.63,802643.0
2021-11-09,43.48,47.19,42.87,46.48,1162243.0
2021-11-10,46.92,47.39,45.74,46.69,925714.0
2021-11-11,46.4,46.79,45.3,46.06,418068.0
2021-11-12,46.15,46.7,45.61,46.05,270908.0
2021-11-13,46.15,46.7,45.61,46.05,270908.0
2021-11-14,46.15,46.7,45.61,46.05,270908.0
2021-11-15,46.7,47.1099,45.45,46.03,361176.0
2021-11-16,45.9,46.13,44.72,46.12,278621.0
2021-11-17,45.49,46.13,45.34,45.73,267281.0
2021-11-18,45.68,45.98,44.17,44.7,352819.0
2021-11-19,44.03,44.875,43.56,43.97,611995.0
2021-11-20,44.03,44.875,43.56,43.97,611995.0
2021-11-21,44.03,44.875,43.56,43.97,611995.0
2021-11-22,44.17,44.57,41.79,42.25,757686.0
2021-11-23,42.47,43.05,40.78,41.44,730014.0
2021-11-24,40.66,41.45,39.44,41.05,1079269.0
2021-11-25,40.66,41.45,39.44,41.05,1079269.0
2021-11-26,38.81,42.08,38.19,41.11,601261.0
2021-11-27,38.81,42.08,38.19,41.11,601261.0
2021-11-28,38.81,42.08,38.19,41.11,601261.0
2021-11-29,40.0,40.85,39.03,39.52,680662.0
2021-11-30,38.92,39.51,37.64,38.34,842023.0
2021-12-01,39.26,39.26,35.53,35.63,1217530.0
2021-12-02,35.92,37.77,35.92,37.47,811834.0
2021-12-03,37.23,37.68,36.46,37.31,820294.0
2021-12-04,37.23,37.68,36.46,37.31,820294.0
2021-12-05,37.23,37.68,36.46,37.31,820294.0
2021-12-06,38.12,39.21,37.23,38.37,645464.0
2021-12-07,38.99,40.04,38.92,39.2,610906.0
2021-12-08,39.46,40.74,38.84,39.31,456344.0
2021-12-09,38.69,39.54,38.29,38.84,417786.0
2021-12-10,39.18,39.63,37.4,37.44,596587.0
2021-12-11,39.18,39.63,37.4,37.44,596587.0
2021-12-12,39.18,39.63,37.4,37.44,596587.0
2021-12-13,37.0,37.5,35.42,36.15,547905.0
2021-12-14,36.09,36.61,35.21,35.27,671642.0
2021-12-15,35.56,35.56,33.24,34.33,589240.0
2021-12-16,34.69,35.13,33.39,33.45,613210.0
2021-12-17,33.15,34.82,32.61,34.74,731176.0
2021-12-18,33.15,34.82,32.61,34.74,731176.0
2021-12-19,33.15,34.82,32.61,34.74,731176.0
2021-12-20,33.62,34.74,33.48,34.19,713845.0
2021-12-21,34.67,37.53,34.4,37.35,720416.0
2021-12-22,37.18,38.27,37.02,37.27,495015.0
2021-12-23,37.96,38.23,37.11,37.51,403328.0
2021-12-24,37.96,38.23,37.11,37.51,403328.0
2021-12-25,37.96,38.23,37.11,37.51,403328.0
2021-12-26,37.96,38.23,37.11,37.51,403328.0
2021-12-27,37.31,37.7368,36.15,37.6,542265.0
2021-12-28,37.27,37.93,36.64,36.66,474721.0
2021-12-29,36.49,37.62,36.21,37.56,563675.0
2021-12-30,37.43,38.67,37.43,37.81,426600.0
2021-12-31,37.97,38.78,37.54,38.06,397853.0
2022-01-01,37.97,38.78,37.54,38.06,397853.0
2022-01-02,37.97,38.78,37.54,38.06,397853.0
2022-01-03,38.46,39.38,37.72,37.79,527623.0
2022-01-04,38.32,38.665,36.59,36.92,291093.0
2022-01-05,36.5,37.15,35.02,35.33,384365.0
2022-01-06,35.47,36.24,34.66,35.69,326699.0
2022-01-07,35.6,37.25,35.37,36.87,453743.0
2022-01-08,35.6,37.25,35.37,36.87,453743.0
2022-01-09,35.6,37.25,35.37,36.87,453743.0
2022-01-10,36.48,36.79,35.7,36.74,383258.0
2022-01-11,36.9,38.17,36.66,37.69,476219.0
2022-01-12,38.05,38.05,36.0,36.04,242577.0
2022-01-13,35.22,36.685,34.54,34.67,373673.0
2022-01-14,34.96,35.105,32.62,33.66,594356.0
2022-01-15,34.96,35.105,32.62,33.66,594356.0
2022-01-16,34.96,35.105,32.62,33.66,594356.0
2022-01-17,34.96,35.105,32.62,33.66,594356.0
2022-01-18,32.9,33.81,31.6,31.91,630763.0
2022-01-19,32.01,32.215,30.675,30.79,490297.0
2022-01-20,30.84,31.665,29.29,29.36,943121.0
2022-01-21,28.71,29.26,27.09,27.11,1153853.0
2022-01-22,28.71,29.26,27.09,27.11,1153853.0
2022-01-23,28.71,29.26,27.09,27.11,1153853.0
2022-01-24,26.21,29.35,26.11,29.23,1621438.0
2022-01-25,36.0,36.89,35.15,35.85,5639967.0
2022-01-26,36.34,37.0,35.38,35.75,1426716.0
2022-01-27,35.72,36.05,34.08,34.6,1319736.0
2022-01-28,34.5,36.05,34.3,36.0,423809.0
2022-01-29,34.5,36.05,34.3,36.0,423809.0
2022-01-30,34.5,36.05,34.3,36.0,423809.0
2022-01-31,35.63,36.22,35.12,35.74,913584.0
2022-02-01,35.75,36.57,35.5,36.26,357098.0
2022-02-02,36.17,36.2,35.28,36.01,292229.0
2022-02-03,35.46,36.7,35.38,35.63,355438.0
2022-02-04,35.37,36.66,35.37,36.34,434683.0
2022-02-05,35.37,36.66,35.37,36.34,434683.0
2022-02-06,35.37,36.66,35.37,36.34,434683.0
2022-02-07,36.7,37.21,36.02,36.11,423841.0
2022-02-08,36.17,37.015,36.15,36.47,358810.0
2022-02-09,36.55,37.09,36.5,36.6,792584.0
2022-02-10,35.66,36.85,35.66,36.44,511867.0
2022-02-11,36.74,36.98,35.47,36.16,421653.0
2022-02-12,36.74,36.98,35.47,36.16,421653.0
2022-02-13,36.74,36.98,35.47,36.16,421653.0
2022-02-14,36.46,36.86,35.23,35.4,401220.0
2022-02-15,35.86,36.53,35.52,36.42,266490.0
2022-02-16,36.39,36.64,35.86,36.45,254570.0
2022-02-17,36.01,36.48,35.96,36.16,249199.0
2022-02-18,35.7,36.24,34.61,35.05,353876.0
2022-02-19,35.7,36.24,34.61,35.05,353876.0
2022-02-20,35.7,36.24,34.61,35.05,353876.0
2022-02-21,35.7,36.24,34.61,35.05,353876.0
2022-02-22,34.72,36.02,34.63,35.26,567613.0
2022-02-23,35.04,36.28,35.04,35.4,577979.0
2022-02-24,32.5,36.7,32.09,36.28,769762.0
2022-02-25,36.19,36.97,35.44,36.25,287799.0
2022-02-26,36.19,36.97,35.44,36.25,287799.0
2022-02-27,36.19,36.97,35.44,36.25,287799.0
2022-02-28,35.08,36.37,34.63,36.02,724649.0
2022-03-01,35.38,36.0,34.7,35.26,673157.0
2022-03-02,35.69,35.7,34.54,34.66,513543.0
2022-03-03,34.51,35.41,33.94,34.7,649301.0
2022-03-04,34.05,34.42,33.705,34.2,474753.0
2022-03-05,34.05,34.42,33.705,34.2,474753.0
2022-03-06,34.05,34.42,33.705,34.2,474753.0
2022-03-07,34.09,34.09,30.49,30.79,973057.0
2022-03-08,30.8,31.79,29.835,30.42,507955.0
2022-03-09,31.25,32.5,31.25,31.66,297520.0
2022-03-10,31.07,32.01,30.81,31.31,356726.0
2022-03-11,31.4,31.42,30.25,30.35,371364.0
2022-03-12,31.4,31.42,30.25,30.35,371364.0
2022-03-13,31.4,31.42,30.25,30.35,371364.0
2022-03-14,29.96,30.585,27.93,28.25,521757.0
2022-03-15,28.32,29.98,28.09,29.44,582903.0
2022-03-16,30.18,31.44,30.069,31.0,608635.0
2022-03-17,30.76,31.5,30.54,31.15,271307.0
2022-03-18,30.9,31.41,30.26,31.39,316726.0
2022-03-19,30.9,31.41,30.26,31.39,316726.0
2022-03-20,30.9,31.41,30.26,31.39,316726.0
2022-03-21,31.12,31.21,30.26,30.97,359518.0
2022-03-22,31.19,32.14,30.87,31.18,169223.0
2022-03-23,30.75,31.17,30.03,30.5,145890.0
2022-03-24,30.57,30.81,30.0,30.73,136672.0
2022-03-25,30.95,30.98,30.09,30.4,250539.0
2022-03-26,30.95,30.98,30.09,30.4,250539.0
2022-03-27,30.95,30.98,30.09,30.4,250539.0
2022-03-28,30.33,31.07,29.55,29.94,287151.0
2022-03-29,30.34,31.0,30.3,30.89,604692.0
2022-03-30,30.82,31.39,29.79,30.03,210531.0
2022-03-31,30.0,30.79,29.565,30.74,270145.0
2022-04-01,30.86,31.09,29.84,30.19,374934.0
2022-04-02,30.86,31.09,29.84,30.19,374934.0
2022-04-03,30.86,31.09,29.84,30.19,374934.0
2022-04-04,30.55,31.954,30.22,31.85,277871.0
2022-04-05,32.16,32.16,30.23,30.52,184818.0
2022-04-06,29.97,30.0,28.8,28.97,466204.0
2022-04-07,28.74,29.0659,27.22,27.87,661587.0
2022-04-08,27.62,27.86,26.85,27.51,392246.0
2022-04-09,27.62,27.86,26.85,27.51,392246.0
2022-04-10,27.62,27.86,26.85,27.51,392246.0
2022-04-11,26.87,27.8804,26.87,27.16,492348.0
2022-04-12,27.89,28.3,27.09,27.32,268792.0
2022-04-13,27.43,28.56,27.2124,28.38,247055.0
2022-04-14,28.52,29.23,28.52,29.13,258755.0
2022-04-15,28.52,29.23,28.52,29.13,258755.0
2022-04-16,28.52,29.23,28.52,29.13,258755.0
2022-04-17,28.52,29.23,28.52,29.13,258755.0
2022-04-18,29.13,30.425,29.06,30.17,438436.0
2022-04-19,30.02,31.7,29.99,30.93,343897.0
2022-04-20,31.0,31.42,30.61,30.71,277336.0
2022-04-21,31.3,31.4,29.2,29.64,371298.0
2022-04-22,29.71,30.16,28.75,28.98,231148.0
2022-04-23,29.71,30.16,28.75,28.98,231148.0
2022-04-24,29.71,30.16,28.75,28.98,231148.0
2022-04-25,28.65,29.75,28.41,29.73,218940.0
2022-04-26,29.37,29.39,28.44,28.56,339070.0
2022-04-27,28.46,28.75,27.25,27.53,367098.0
2022-04-28,27.78,30.01,27.63,29.86,497558.0
2022-04-29,29.26,31.5,29.26,29.84,381587.0
2022-04-30,29.26,31.5,29.26,29.84,381587.0
2022-05-01,29.26,31.5,29.26,29.84,381587.0
2022-05-02,29.75,30.43,29.14,30.35,382345.0
2022-05-03,30.5,31.04,30.04,30.56,270368.0
2022-05-04,30.61,30.61,28.27,30.07,597726.0
2022-05-05,30.65,30.7,28.47,29.08,1974826.0
2022-05-06,29.1,29.3,28.3,28.9,845299.0
2022-05-07,29.1,29.3,28.3,28.9,845299.0
2022-05-08,29.1,29.3,28.3,28.9,845299.0
2022-05-09,28.5,28.67,25.22,25.38,1213181.0
2022-05-10,25.43,25.73,21.25,23.01,2223215.0
2022-05-11,22.79,24.14,22.36,22.61,859583.0
2022-05-12,22.42,23.66,22.26,23.06,893504.0
2022-05-13,23.53,24.47,23.52,23.97,564056.0
2022-05-14,23.53,24.47,23.52,23.97,564056.0
2022-05-15,23.53,24.47,23.52,23.97,564056.0
2022-05-16,23.86,24.6362,23.8218,24.27,397437.0
2022-05-17,25.01,25.71,24.275,25.63,402584.0
2022-05-18,25.13,25.445,24.35,24.71,535049.0
2022-05-19,24.42,26.15,23.99,25.14,785324.0
2022-05-20,25.58,25.94,24.35,25.0,598738.0
2022-05-21,25.58,25.94,24.35,25.0,598738.0
2022-05-22,25.58,25.94,24.35,25.0,598738.0
2022-05-23,25.25,25.76,24.51,24.87,454147.0
2022-05-24,24.6,24.6,23.53,23.9,561065.0
2022-05-25,23.62,25.44,23.51,25.23,350419.0
2022-05-26,25.68,27.01,25.68,26.42,410633.0
2022-05-27,26.74,27.06,26.515,26.66,319497.0
2022-05-28,26.74,27.06,26.515,26.66,319497.0
2022-05-29,26.74,27.06,26.515,26.66,319497.0
2022-05-30,26.74,27.06,26.515,26.66,319497.0
2022-05-31,26.64,26.79,25.66,26.14,554525.0
2022-06-01,26.38,27.22,25.97,26.9,335832.0
2022-06-02,26.8,28.09,26.8,27.75,862193.0
2022-06-03,27.53,27.7068,26.99,27.59,175189.0
2022-06-04,27.53,27.7068,26.99,27.59,175189.0
2022-06-05,27.53,27.7068,26.99,27.59,175189.0
2022-06-06,27.77,28.16,27.23,27.6,318543.0
2022-06-07,27.2,27.835,26.9,27.39,376299.0
2022-06-08,27.23,27.71,27.03,27.35,478470.0
2022-06-09,27.1,27.1,25.44,25.86,523104.0
2022-06-10,25.24,25.79,23.56,23.75,613367.0
2022-06-11,25.24,25.79,23.56,23.75,613367.0
2022-06-12,25.24,25.79,23.56,23.75,613367.0
2022-06-13,22.68,22.99,21.04,21.14,857570.0
2022-06-14,21.37,21.95,20.8,21.59,466426.0
2022-06-15,21.77,22.19,20.61,21.26,562875.0
2022-06-16,20.39,20.53,18.33,18.52,843163.0
2022-06-17,18.55,18.94,17.97,18.61,648311.0
2022-06-18,18.55,18.94,17.97,18.61,648311.0
2022-06-19,18.55,18.94,17.97,18.61,648311.0
2022-06-20,18.55,18.94,17.97,18.61,648311.0
2022-06-21,18.81,19.47,18.63,18.75,474150.0
2022-06-22,18.26,19.57,18.26,19.46,437186.0
2022-06-23,19.58,19.58,17.54,18.87,921808.0
2022-06-24,20.45,21.16,20.3,20.61,2910950.0
2022-06-25,20.45,21.16,20.3,20.61,2910950.0
2022-06-26,20.45,21.16,20.3,20.61,2910950.0
2022-06-27,20.89,21.06,20.435,20.79,846474.0
2022-06-28,20.98,21.275,20.1,20.33,737908.0
2022-06-29,20.11,20.37,19.83,20.31,596620.0
2022-06-30,20.0,20.14,19.46,19.78,1542336.0
2022-07-01,19.54,20.26,19.54,20.22,489452.0
2022-07-02,19.54,20.26,19.54,20.22,489452.0
2022-07-03,19.54,20.26,19.54,20.22,489452.0
2022-07-04,19.54,20.26,19.54,20.22,489452.0
2022-07-05,19.57,20.96,19.57,20.84,893496.0
2022-07-06,20.7,20.99,20.145,20.66,678289.0
2022-07-07,20.91,21.12,20.47,20.59,541336.0
2022-07-08,20.42,20.615,20.05,20.22,615996.0
2022-07-09,20.42,20.615,20.05,20.22,615996.0
2022-07-10,20.42,20.615,20.05,20.22,615996.0
2022-07-11,19.93,20.16,19.74,20.07,510118.0
2022-07-12,20.07,20.96,20.07,20.65,504954.0
2022-07-13,20.24,21.14,20.06,21.08,696101.0
2022-07-14,20.81,21.21,20.41,21.06,1388576.0
2022-07-15,21.52,21.75,20.86,21.43,918028.0
2022-07-16,21.52,21.75,20.86,21.43,918028.0
2022-07-17,21.52,21.75,20.86,21.43,918028.0
2022-07-18,21.73,21.9,21.1,21.2,597628.0
2022-07-19,21.43,21.67,21.23,21.63,705567.0
2022-07-20,21.54,21.87,21.52,21.83,750617.0
2022-07-21,21.79,21.99,21.59,21.98,718790.0
2022-07-22,21.98,21.98,21.64,21.79,1721092.0
2022-07-23,21.98,21.98,21.64,21.79,1721092.0
2022-07-24,21.98,21.98,21.64,21.79,1721092.0
2022-07-25,22.65,22.79,21.47,21.88,1038832.0
2022-07-26,21.36,21.66,20.96,21.01,584083.0
2022-07-27,21.21,22.8,21.08,22.69,826900.0
2022-07-28,22.8,23.0093,21.85,22.44,409014.0
2022-07-29,22.28,22.46,21.59,21.97,537854.0
2022-07-30,22.28,22.46,21.59,21.97,537854.0
2022-07-31,22.28,22.46,21.59,21.97,537854.0
2022-08-01,21.53,21.88,21.045,21.8,376576.0
2022-08-02,21.68,22.575,21.51,22.26,280801.0
2022-08-03,22.37,22.885,22.18,22.75,645251.0
2022-08-04,23.33,24.05,21.08,21.35,1048640.0
2022-08-05,20.9,23.5,20.9,22.94,1063014.0
2022-08-06,20.9,23.5,20.9,22.94,1063014.0
2022-08-07,20.9,23.5,20.9,22.94,1063014.0
2022-08-08,22.9,24.2,22.9,23.89,878729.0
2022-08-09,23.72,23.88,23.25,23.56,558633.0
2022-08-10,24.29,25.57,24.29,25.27,1023840.0
2022-08-11,25.81,26.4699,25.295,25.6,358540.0
2022-08-12,25.69,26.04,25.56,25.77,316985.0
2022-08-13,25.69,26.04,25.56,25.77,316985.0
2022-08-14,25.69,26.04,25.56,25.77,316985.0
2022-08-15,25.43,26.03,25.14,25.76,297043.0
2022-08-16,25.82,26.69,25.55,26.17,595150.0
2022-08-17,25.68,25.68,25.0,25.4,230302.0
2022-08-18,25.2,25.31,24.825,25.29,196543.0
2022-08-19,24.88,25.0,24.01,24.91,573549.0
2022-08-20,24.88,25.0,24.01,24.91,573549.0
2022-08-21,24.88,25.0,24.01,24.91,573549.0
2022-08-22,24.2,24.45,23.53,24.27,483713.0
2022-08-23,24.35,26.11,24.35,25.85,672294.0
2022-08-24,25.77,26.13,25.44,25.67,319022.0
2022-08-25,25.65,26.78,25.65,25.94,355784.0
2022-08-26,25.8,25.83,24.32,24.82,283487.0
2022-08-27,25.8,25.83,24.32,24.82,283487.0
2022-08-28,25.8,25.83,24.32,24.82,283487.0
2022-08-29,24.39,24.925,24.0,24.1,229940.0
2022-08-30,24.37,24.63,23.59,23.84,241716.0
2022-08-31,23.74,24.07,23.52,23.69,344202.0
2022-09-01,23.36,23.36,22.07,23.21,503187.0
2022-09-02,23.44,23.79,22.74,23.69,226218.0
2022-09-03,23.44,23.79,22.74,23.69,226218.0
2022-09-04,23.44,23.79,22.74,23.69,226218.0
2022-09-05,23.44,23.79,22.74,23.69,226218.0
2022-09-06,23.98,24.255,22.75,23.16,549720.0
2022-09-07,22.98,23.88,22.8747,23.85,379190.0
2022-09-08,23.37,24.28,23.19,24.2,276267.0
2022-09-09,24.78,25.44,24.72,25.17,331660.0
2022-09-10,24.78,25.44,24.72,25.17,331660.0
2022-09-11,24.78,25.44,24.72,25.17,331660.0
2022-09-12,25.16,26.04,25.16,25.37,281085.0
2022-09-13,24.38,25.03,24.19,24.26,306888.0
2022-09-14,24.31,24.73,23.6,24.73,245254.0
2022-09-15,24.75,25.755,24.245,24.48,367344.0
2022-09-16,23.93,24.27,23.3,24.2,656400.0
2022-09-17,23.93,24.27,23.3,24.2,656400.0
2022-09-18,23.93,24.27,23.3,24.2,656400.0
2022-09-19,23.85,24.675,23.85,24.49,303215.0
2022-09-20,24.37,24.56,23.82,24.06,170503.0
2022-09-21,24.25,24.375,23.04,23.04,415759.0
2022-09-22,23.03,23.19,20.72,20.98,483027.0
2022-09-23,20.52,20.75,19.83,20.36,343204.0
2022-09-24,20.52,20.75,19.83,20.36,343204.0
2022-09-25,20.52,20.75,19.83,20.36,343204.0
2022-09-26,20.27,21.14,19.92,19.92,257525.0
2022-09-27,20.29,20.92,19.56,19.86,264506.0
2022-09-28,19.88,20.94,19.71,20.82,261200.0
2022-09-29,20.32,20.425,19.11,20.05,266123.0
2022-09-30,19.85,20.43,19.62,19.76,274313.0
2022-10-01,19.85,20.43,19.62,19.76,274313.0
2022-10-02,19.85,20.43,19.62,19.76,274313.0
2022-10-03,20.0,20.64,19.17,20.63,324080.0
2022-10-04,21.14,22.75,21.14,22.5,532529.0
2022-10-05,21.91,22.5,21.77,22.46,164152.0
2022-10-06,21.93,22.8,21.26,21.44,237611.0
2022-10-07,21.08,21.335,20.64,21.05,392979.0
2022-10-08,21.08,21.335,20.64,21.05,392979.0
2022-10-09,21.08,21.335,20.64,21.05,392979.0
2022-10-10,21.06,21.06,20.3,20.5,212888.0
2022-10-11,20.38,21.3,19.605,21.27,283740.0
2022-10-12,21.27,21.27,20.24,20.86,136558.0
2022-10-13,20.13,21.34,19.74,21.05,295772.0
2022-10-14,21.09,21.48,19.69,19.7,232296.0
2022-10-15,21.09,21.48,19.69,19.7,232296.0
2022-10-16,21.09,21.48,19.69,19.7,232296.0
2022-10-17,20.16,20.8,20.0,20.1,271376.0
2022-10-18,20.73,21.485,20.29,20.46,258677.0
2022-10-19,20.14,20.21,18.28,19.4,445953.0
2022-10-20,19.35,20.9542,19.35,20.01,192485.0
2022-10-21,20.09,20.695,19.79,20.5,160813.0
2022-10-22,20.09,20.695,19.79,20.5,160813.0
2022-10-23,20.09,20.695,19.79,20.5,160813.0
2022-10-24,20.49,20.67,20.1184,20.59,149486.0
2022-10-25,20.5,21.66,20.5,21.53,309532.0
2022-10-26,21.49,22.53,21.49,21.6,335868.0
2022-10-27,21.95,22.1866,21.3,21.38,163574.0
2022-10-28,21.41,22.55,21.09,22.55,263295.0
2022-10-29,21.41,22.55,21.09,22.55,263295.0
2022-10-30,21.41,22.55,21.09,22.55,263295.0
2022-10-31,22.54,23.015,22.4,22.54,141014.0
2022-11-01,23.03,23.48,22.59,23.17,201584.0
2022-11-02,22.08,22.99,20.89,20.89,473439.0
2022-11-03,20.33,21.09,19.2,20.03,268804.0
2022-11-04,20.58,20.89,19.565,20.88,228373.0
2022-11-05,20.58,20.89,19.565,20.88,228373.0
2022-11-06,20.58,20.89,19.565,20.88,228373.0
2022-11-07,21.24,22.29,20.695,22.12,196403.0
2022-11-08,22.4,22.935,21.63,21.9,197928.0
2022-11-09,21.75,22.1,20.98,21.07,175738.0
2022-11-10,22.44,23.72,22.44,23.01,437208.0
2022-11-11,23.27,23.9,22.84,23.24,463226.0
2022-11-12,23.27,23.9,22.84,23.24,463226.0
2022-11-13,23.27,23.9,22.84,23.24,463226.0
2022-11-14,23.13,25.18,23.13,24.84,568412.0
2022-11-15,25.54,25.67,24.69,24.96,312991.0
2022-11-16,24.63,25.0,24.09,24.46,224762.0
2022-11-17,23.8,24.68,23.446,24.64,244507.0
2022-11-18,25.26,25.26,23.76,24.72,486388.0
2022-11-19,25.26,25.26,23.76,24.72,486388.0
2022-11-20,25.26,25.26,23.76,24.72,486388.0
2022-11-21,24.29,24.98,24.05,24.14,229746.0
2022-11-22,24.17,24.6075,23.77,24.47,192541.0
2022-11-23,24.41,24.895,24.17,24.45,171812.0
2022-11-24,24.41,24.895,24.17,24.45,171812.0
2022-11-25,24.26,24.74,24.09,24.41,80652.0
2022-11-26,24.26,24.74,24.09,24.41,80652.0
2022-11-27,24.26,24.74,24.09,24.41,80652.0
2022-11-28,24.26,24.74,23.87,24.25,176330.0
2022-11-29,24.29,24.96,24.29,24.48,217045.0
2022-11-30,24.48,25.07,23.92,25.0,346801.0
2022-12-01,25.17,25.48,24.62,24.92,231204.0
2022-12-02,24.3,24.85,24.12,24.63,194615.0
2022-12-03,24.3,24.85,24.12,24.63,194615.0
2022-12-04,24.3,24.85,24.12,24.63,194615.0
2022-12-05,24.4,24.655,24.07,24.3,101614.0
2022-12-06,24.28,24.28,23.49,23.54,220421.0
2022-12-07,23.3,23.82,22.6,23.04,706705.0
2022-12-08,23.12,23.4,22.63,22.68,372669.0
2022-12-09,22.47,23.06,22.3,22.61,227923.0
2022-12-10,22.47,23.06,22.3,22.61,227923.0
2022-12-11,22.47,23.06,22.3,22.61,227923.0
2022-12-12,22.14,22.83,21.54,22.79,247593.0
2022-12-13,23.73,23.87,22.4,22.45,247832.0
2022-12-14,22.39,22.59,21.61,21.85,238134.0
2022-12-15,21.6,22.11,21.29,21.62,235629.0
2022-12-16,20.89,21.649,20.78,21.55,356042.0
2022-12-17,20.89,21.649,20.78,21.55,356042.0
2022-12-18,20.89,21.649,20.78,21.55,356042.0
2022-12-19,21.49,21.49,20.13,20.37,299683.0
2022-12-20,20.25,21.13,20.07,20.19,194454.0
2022-12-21,20.46,20.5,19.58,19.67,164557.0
2022-12-22,19.33,19.404,18.54,18.96,263983.0
2022-12-23,18.92,19.44,18.51,19.39,151008.0
2022-12-24,18.92,19.44,18.51,19.39,151008.0
2022-12-25,18.92,19.44,18.51,19.39,151008.0
2022-12-26,18.92,19.44,18.51,19.39,151008.0
2022-12-27,19.31,19.475,18.87,18.98,128044.0
2022-12-28,18.9,19.02,17.97,18.17,205398.0
2022-12-29,18.23,19.11,18.23,18.76,261529.0
2022-12-30,18.51,19.51,18.51,19.38,272045.0
2022-12-31,18.51,19.51,18.51,19.38,272045.0
2023-01-01,18.51,19.51,18.51,19.38,272045.0
2023-01-02,18.51,19.51,18.51,19.38,272045.0
2023-01-03,19.75,19.93,18.1,18.46,280523.0
2023-01-04,18.56,20.08,18.35,19.96,393284.0
2023-01-05,19.74,19.74,18.98,19.17,241263.0
2023-01-06,19.4,19.73,18.85,19.48,102381.0
2023-01-07,19.4,19.73,18.85,19.48,102381.0
2023-01-08,19.4,19.73,18.85,19.48,102381.0
2023-01-09,19.71,20.15,19.45,19.72,128917.0
2023-01-10,19.73,20.35,19.53,20.35,130603.0
2023-01-11,20.43,21.09,20.3396,21.08,213798.0
2023-01-12,21.36,21.45,20.9,21.38,181519.0
2023-01-13,20.99,21.345,20.74,20.83,216692.0
2023-01-14,20.99,21.345,20.74,20.83,216692.0
2023-01-15,20.99,21.345,20.74,20.83,216692.0
2023-01-16,20.99,21.345,20.74,20.83,216692.0
2023-01-17,20.75,21.08,20.4,20.41,202850.0
2023-01-18,20.62,21.18,19.67,19.68,196046.0
2023-01-19,19.37,19.4,18.55,19.05,251898.0
2023-01-20,19.22,20.04,19.03,20.0,567230.0
2023-01-21,19.22,20.04,19.03,20.0,567230.0
2023-01-22,19.22,20.04,19.03,20.0,567230.0
2023-01-23,20.1,20.49,19.1,19.84,495042.0
2023-01-24,19.75,19.98,19.46,19.85,286040.0
2023-01-25,19.43,19.91,19.11,19.84,186151.0
2023-01-26,20.1,20.28,19.58,19.8,208175.0
2023-01-27,19.72,20.03,19.495,19.61,247398.0
2023-01-28,19.72,20.03,19.495,19.61,247398.0
2023-01-29,19.72,20.03,19.495,19.61,247398.0
2023-01-30,19.4,19.84,19.21,19.49,302117.0
