,ROG SW Equity
2017-02-25,9.618
2017-02-26,9.618
2017-02-27,9.555
2017-02-28,9.598
2017-03-01,9.649
2017-03-02,10.281
2017-03-03,10.21
2017-03-04,10.21
2017-03-05,10.21
2017-03-06,10.222
2017-03-07,10.139
2017-03-08,10.143
2017-03-09,10.108
2017-03-10,10.139
2017-03-11,10.139
2017-03-12,10.139
2017-03-13,10.183
2017-03-14,10.171
2017-03-15,10.116
2017-03-16,10.205
2017-03-17,10.262
2017-03-18,10.262
2017-03-19,10.262
2017-03-20,10.254
2017-03-21,10.132
2017-03-22,10.136
2017-03-23,10.233
2017-03-24,10.245
2017-03-25,10.245
2017-03-26,10.245
2017-03-27,10.245
2017-03-28,10.196
2017-03-29,10.289
2017-03-30,10.39
2017-03-31,10.305
2017-04-01,10.305
2017-04-02,10.305
2017-04-03,10.321
2017-04-04,10.353
2017-04-05,10.39
2017-04-06,10.345
2017-04-07,10.329
2017-04-08,10.329
2017-04-09,10.329
2017-04-10,10.305
2017-04-11,10.365
2017-04-12,10.386
2017-04-13,10.341
2017-04-14,10.341
2017-04-15,10.341
2017-04-16,10.341
2017-04-17,10.341
2017-04-18,10.184
2017-04-19,10.253
2017-04-20,10.192
2017-04-21,10.14
2017-04-22,10.14
2017-04-23,10.14
2017-04-24,10.241
2017-04-25,10.322
2017-04-26,10.354
2017-04-27,10.339
2017-04-28,10.339
2017-04-29,10.339
2017-04-30,10.339
2017-05-01,10.339
2017-05-02,10.43
2017-05-03,10.53
2017-05-04,10.641
2017-05-05,10.681
2017-05-06,10.681
2017-05-07,10.681
2017-05-08,10.728
2017-05-09,10.828
2017-05-10,10.629
2017-05-11,10.621
2017-05-12,10.744
2017-05-13,10.744
2017-05-14,10.744
2017-05-15,10.704
2017-05-16,10.796
2017-05-17,10.685
2017-05-18,10.53
2017-05-19,10.605
2017-05-20,10.605
2017-05-21,10.605
2017-05-22,10.641
2017-05-23,10.641
2017-05-24,10.613
2017-05-25,10.613
2017-05-26,10.589
2017-05-27,10.589
2017-05-28,10.589
2017-05-29,10.585
2017-05-30,10.593
2017-05-31,10.557
2017-06-01,10.518
2017-06-02,10.522
2017-06-03,10.522
2017-06-04,10.522
2017-06-05,10.522
2017-06-06,9.946
2017-06-07,9.87
2017-06-08,9.831
2017-06-09,9.843
2017-06-10,9.843
2017-06-11,9.843
2017-06-12,9.914
2017-06-13,9.958
2017-06-14,9.934
2017-06-15,10.005
2017-06-16,10.097
2017-06-17,10.097
2017-06-18,10.097
2017-06-19,10.148
2017-06-20,10.053
2017-06-21,10.025
2017-06-22,10.041
2017-06-23,10.041
2017-06-24,10.041
2017-06-25,10.041
2017-06-26,9.997
2017-06-27,10.009
2017-06-28,9.978
2017-06-29,9.807
2017-06-30,9.7
2017-07-01,9.7
2017-07-02,9.7
2017-07-03,9.787
2017-07-04,9.747
2017-07-05,9.711
2017-07-06,9.608
2017-07-07,9.553
2017-07-08,9.553
2017-07-09,9.553
2017-07-10,9.58
2017-07-11,9.473
2017-07-12,9.668
2017-07-13,9.656
2017-07-14,9.767
2017-07-15,9.767
2017-07-16,9.767
2017-07-17,9.991
2017-07-18,9.878
2017-07-19,9.914
2017-07-20,9.963
2017-07-21,9.91
2017-07-22,9.91
2017-07-23,9.91
2017-07-24,9.853
2017-07-25,9.833
2017-07-26,9.845
2017-07-27,9.891
2017-07-28,9.875
2017-07-29,9.875
2017-07-30,9.875
2017-07-31,9.972
2017-08-01,9.972
2017-08-02,10.038
2017-08-03,10.054
2017-08-04,10.099
2017-08-05,10.099
2017-08-06,10.099
2017-08-07,10.074
2017-08-08,10.066
2017-08-09,9.972
2017-08-10,9.895
2017-08-11,9.867
2017-08-12,9.867
2017-08-13,9.867
2017-08-14,9.952
2017-08-15,9.976
2017-08-16,9.981
2017-08-17,9.944
2017-08-18,9.83
2017-08-19,9.83
2017-08-20,9.83
2017-08-21,9.789
2017-08-22,9.895
2017-08-23,9.891
2017-08-24,9.875
2017-08-25,9.854
2017-08-26,9.854
2017-08-27,9.854
2017-08-28,9.85
2017-08-29,9.818
2017-08-30,9.822
2017-08-31,9.915
2017-09-01,9.944
2017-09-02,9.944
2017-09-03,9.944
2017-09-04,9.883
2017-09-05,9.867
2017-09-06,9.879
2017-09-07,9.932
2017-09-08,9.96
2017-09-09,9.96
2017-09-10,9.96
2017-09-11,9.834
2017-09-12,9.867
2017-09-13,9.891
2017-09-14,9.936
2017-09-15,9.903
2017-09-16,9.903
2017-09-17,9.903
2017-09-18,9.924
2017-09-19,9.968
2017-09-20,10.058
2017-09-21,10.139
2017-09-22,10.099
2017-09-23,10.099
2017-09-24,10.099
2017-09-25,10.18
2017-09-26,10.05
2017-09-27,10.038
2017-09-28,10.058
2017-09-29,10.066
2017-09-30,10.066
2017-10-01,10.066
2017-10-02,10.196
2017-10-03,10.164
2017-10-04,10.156
2017-10-05,10.086
2017-10-06,10.095
2017-10-07,10.095
2017-10-08,10.095
2017-10-09,10.066
2017-10-10,10.033
2017-10-11,10.013
2017-10-12,9.972
2017-10-13,9.964
2017-10-14,9.964
2017-10-15,9.964
2017-10-16,9.924
2017-10-17,9.997
2017-10-18,10.319
2017-10-19,10.475
2017-10-20,10.217
2017-10-21,10.217
2017-10-22,10.217
2017-10-23,10.239
2017-10-24,10.178
2017-10-25,9.977
2017-10-26,10.017
2017-10-27,10.03
2017-10-28,10.03
2017-10-29,10.03
2017-10-30,10.004
2017-10-31,10.047
2017-11-01,10.095
2017-11-02,10.108
2017-11-03,10.143
2017-11-04,10.143
2017-11-05,10.143
2017-11-06,10.139
2017-11-07,10.06
2017-11-08,10.065
2017-11-09,9.977
2017-11-10,9.925
2017-11-11,9.925
2017-11-12,9.925
2017-11-13,9.951
2017-11-14,9.96
2017-11-15,9.93
2017-11-16,9.982
2017-11-17,10.03
2017-11-18,10.03
2017-11-19,10.03
2017-11-20,10.618
2017-11-21,10.636
2017-11-22,10.758
2017-11-23,10.762
2017-11-24,10.745
2017-11-25,10.745
2017-11-26,10.745
2017-11-27,10.714
2017-11-28,10.814
2017-11-29,10.801
2017-11-30,10.819
2017-12-01,10.814
2017-12-02,10.814
2017-12-03,10.814
2017-12-04,10.766
2017-12-05,10.684
2017-12-06,10.775
2017-12-07,10.562
2017-12-08,10.483
2017-12-09,10.483
2017-12-10,10.483
2017-12-11,10.487
2017-12-12,10.535
2017-12-13,10.535
2017-12-14,10.535
2017-12-15,10.64
2017-12-16,10.64
2017-12-17,10.64
2017-12-18,10.723
2017-12-19,10.666
2017-12-20,10.636
2017-12-21,10.758
2017-12-22,10.736
2017-12-23,10.736
2017-12-24,10.736
2017-12-25,10.736
2017-12-26,10.736
2017-12-27,10.775
2017-12-28,10.784
2017-12-29,10.745
2017-12-30,10.745
2017-12-31,10.745
2018-01-01,10.745
2018-01-02,10.745
2018-01-03,10.945
2018-01-04,10.967
2018-01-05,10.993
2018-01-06,10.993
2018-01-07,10.993
2018-01-08,10.875
2018-01-09,10.888
2018-01-10,10.775
2018-01-11,10.657
2018-01-12,10.714
2018-01-13,10.714
2018-01-14,10.714
2018-01-15,10.653
2018-01-16,10.287
2018-01-17,10.171
2018-01-18,10.165
2018-01-19,10.222
2018-01-20,10.222
2018-01-21,10.222
2018-01-22,10.278
2018-01-23,10.36
2018-01-24,10.255
2018-01-25,10.115
2018-01-26,10.122
2018-01-27,10.122
2018-01-28,10.122
2018-01-29,10.081
2018-01-30,10.144
2018-01-31,10.035
2018-02-01,9.757
2018-02-02,10.315
2018-02-03,10.315
2018-02-04,10.315
2018-02-05,10.219
2018-02-06,10.026
2018-02-07,10.143
2018-02-08,10.007
2018-02-09,9.938
2018-02-10,9.938
2018-02-11,9.938
2018-02-12,10.076
2018-02-13,10.03
2018-02-14,10.244
2018-02-15,10.281
2018-02-16,10.378
2018-02-17,10.378
2018-02-18,10.378
2018-02-19,10.269
2018-02-20,10.304
2018-02-21,10.286
2018-02-22,10.276
2018-02-23,10.219
2018-02-24,10.219
2018-02-25,10.219
2018-02-26,10.276
2018-02-27,10.274
2018-02-28,10.092
2018-03-01,10.06
2018-03-02,9.992
2018-03-03,9.992
2018-03-04,9.992
2018-03-05,10.295
2018-03-06,10.325
2018-03-07,10.389
2018-03-08,10.497
2018-03-09,10.508
2018-03-10,10.508
2018-03-11,10.508
2018-03-12,10.545
2018-03-13,10.471
2018-03-14,10.474
2018-03-15,10.514
2018-03-16,10.478
2018-03-17,10.478
2018-03-18,10.478
2018-03-19,10.445
2018-03-20,10.448
2018-03-21,10.433
2018-03-22,10.305
2018-03-23,10.286
2018-03-24,10.286
2018-03-25,10.286
2018-03-26,10.209
2018-03-27,10.355
2018-03-28,10.524
2018-03-29,10.433
2018-03-30,10.433
2018-03-31,10.433
2018-04-01,10.433
2018-04-02,10.433
2018-04-03,10.276
2018-04-04,10.207
2018-04-05,10.407
2018-04-06,10.343
2018-04-07,10.343
2018-04-08,10.343
2018-04-09,10.359
2018-04-10,10.381
2018-04-11,10.367
2018-04-12,10.405
2018-04-13,10.338
2018-04-14,10.338
2018-04-15,10.338
2018-04-16,10.312
2018-04-17,10.314
2018-04-18,10.324
2018-04-19,10.321
2018-04-20,10.281
2018-04-21,10.281
2018-04-22,10.281
2018-04-23,10.374
2018-04-24,10.45
2018-04-25,10.381
2018-04-26,10.173
2018-04-27,10.194
2018-04-28,10.194
2018-04-29,10.194
2018-04-30,10.302
2018-05-01,10.302
2018-05-02,10.432
2018-05-03,10.493
2018-05-04,10.533
2018-05-05,10.533
2018-05-06,10.533
2018-05-07,10.628
2018-05-08,10.528
2018-05-09,10.542
2018-05-10,10.542
2018-05-11,10.362
2018-05-12,10.362
2018-05-13,10.362
2018-05-14,10.486
2018-05-15,10.528
2018-05-16,10.551
2018-05-17,10.449
2018-05-18,10.474
2018-05-19,10.474
2018-05-20,10.474
2018-05-21,10.474
2018-05-22,10.444
2018-05-23,10.227
2018-05-24,10.215
2018-05-25,10.15
2018-05-26,10.15
2018-05-27,10.15
2018-05-28,10.145
2018-05-29,10.082
2018-05-30,9.982
2018-05-31,9.845
2018-06-01,10.073
2018-06-02,10.073
2018-06-03,10.073
2018-06-04,9.991
2018-06-05,9.805
2018-06-06,9.789
2018-06-07,9.796
2018-06-08,9.688
2018-06-09,9.688
2018-06-10,9.688
2018-06-11,9.779
2018-06-12,9.784
2018-06-13,9.772
2018-06-14,9.856
2018-06-15,8.256
2018-06-16,8.256
2018-06-17,8.256
2018-06-18,8.184
2018-06-19,8.225
2018-06-20,8.435
2018-06-21,8.398
2018-06-22,8.568
2018-06-23,8.568
2018-06-24,8.568
2018-06-25,8.468
2018-06-26,8.476
2018-06-27,8.517
2018-06-28,8.464
2018-06-29,8.595
2018-06-30,8.595
2018-07-01,8.595
2018-07-02,8.535
2018-07-03,8.655
2018-07-04,8.735
2018-07-05,8.718
2018-07-06,8.726
2018-07-07,8.726
2018-07-08,8.726
2018-07-09,8.776
2018-07-10,8.772
2018-07-11,8.702
2018-07-12,8.458
2018-07-13,8.541
2018-07-14,8.541
2018-07-15,8.541
2018-07-16,7.703
2018-07-17,7.695
2018-07-18,7.786
2018-07-19,7.693
2018-07-20,7.761
2018-07-21,7.761
2018-07-22,7.761
2018-07-23,7.736
2018-07-24,7.771
2018-07-25,7.904
2018-07-26,7.869
2018-07-27,7.921
2018-07-28,7.921
2018-07-29,7.921
2018-07-30,7.887
2018-07-31,7.907
2018-08-01,7.907
2018-08-02,7.999
2018-08-03,7.964
2018-08-04,7.964
2018-08-05,7.964
2018-08-06,7.934
2018-08-07,7.972
2018-08-08,7.884
2018-08-09,7.824
2018-08-10,7.762
2018-08-11,7.762
2018-08-12,7.762
2018-08-13,7.747
2018-08-14,7.791
2018-08-15,7.718
2018-08-16,7.781
2018-08-17,7.806
2018-08-18,7.806
2018-08-19,7.806
2018-08-20,7.873
2018-08-21,7.902
2018-08-22,7.853
2018-08-23,7.853
2018-08-24,7.838
2018-08-25,7.838
2018-08-26,7.838
2018-08-27,7.882
2018-08-28,7.873
2018-08-29,7.884
2018-08-30,7.863
2018-08-31,7.833
2018-09-01,7.833
2018-09-02,7.833
2018-09-03,7.874
2018-09-04,7.827
2018-09-05,7.733
2018-09-06,7.655
2018-09-07,7.749
2018-09-08,7.749
2018-09-09,7.749
2018-09-10,7.801
2018-09-11,7.731
2018-09-12,7.807
2018-09-13,7.798
2018-09-14,7.755
2018-09-15,7.755
2018-09-16,7.755
2018-09-17,7.711
2018-09-18,7.698
2018-09-19,7.694
2018-09-20,7.646
2018-09-21,7.65
2018-09-22,7.65
2018-09-23,7.65
2018-09-24,7.58
2018-09-25,7.682
2018-09-26,7.702
2018-09-27,7.738
2018-09-28,7.734
2018-09-29,7.734
2018-09-30,7.734
2018-10-01,7.78
2018-10-02,7.812
2018-10-03,7.923
2018-10-04,7.928
2018-10-05,7.954
2018-10-06,7.954
2018-10-07,7.954
2018-10-08,7.946
2018-10-09,7.929
2018-10-10,7.934
2018-10-11,7.637
2018-10-12,7.663
2018-10-13,7.663
2018-10-14,7.663
2018-10-15,7.653
2018-10-16,7.825
2018-10-17,7.677
2018-10-18,8.159
2018-10-19,8.378
2018-10-20,8.378
2018-10-21,8.378
2018-10-22,8.74
2018-10-23,8.701
2018-10-24,8.644
2018-10-25,8.375
2018-10-26,8.357
2018-10-27,8.357
2018-10-28,8.357
2018-10-29,8.381
2018-10-30,8.592
2018-10-31,8.767
2018-11-01,8.781
2018-11-02,8.663
2018-11-03,8.663
2018-11-04,8.663
2018-11-05,8.771
2018-11-06,8.738
2018-11-07,8.831
2018-11-08,8.914
2018-11-09,8.99
2018-11-10,8.99
2018-11-11,8.99
2018-11-12,8.926
2018-11-13,9.001
2018-11-14,8.899
2018-11-15,8.851
2018-11-16,8.953
2018-11-17,8.953
2018-11-18,8.953
2018-11-19,8.817
2018-11-20,8.855
2018-11-21,8.842
2018-11-22,8.781
2018-11-23,8.896
2018-11-24,8.896
2018-11-25,8.896
2018-11-26,8.953
2018-11-27,8.928
2018-11-28,9.028
2018-11-29,9.092
2018-11-30,9.268
2018-12-01,9.268
2018-12-02,9.268
2018-12-03,9.282
2018-12-04,9.257
2018-12-05,9.087
2018-12-06,8.846
2018-12-07,8.967
2018-12-08,8.967
2018-12-09,8.967
2018-12-10,8.892
2018-12-11,9.016
2018-12-12,9.216
2018-12-13,9.142
2018-12-14,8.988
2018-12-15,8.988
2018-12-16,8.988
2018-12-17,8.926
2018-12-18,8.865
2018-12-19,8.77
2018-12-20,8.754
2018-12-21,8.754
2018-12-22,8.754
2018-12-23,8.754
2018-12-24,8.754
2018-12-25,8.754
2018-12-26,8.754
2018-12-27,8.477
2018-12-28,8.754
2018-12-29,8.754
2018-12-30,8.754
2018-12-31,8.754
2019-01-01,8.754
2019-01-02,8.754
2019-01-03,9.001
2019-01-04,9.064
2019-01-05,9.064
2019-01-06,9.064
2019-01-07,8.952
2019-01-08,9.118
2019-01-09,9.151
2019-01-10,9.245
2019-01-11,9.246
2019-01-12,9.246
2019-01-13,9.246
2019-01-14,9.152
2019-01-15,9.281
2019-01-16,9.282
2019-01-17,9.286
2019-01-18,9.331
2019-01-19,9.331
2019-01-20,9.331
2019-01-21,9.313
2019-01-22,9.281
2019-01-23,9.438
2019-01-24,9.345
2019-01-25,9.332
2019-01-26,9.332
2019-01-27,9.332
2019-01-28,9.274
2019-01-29,9.374
2019-01-30,9.403
2019-01-31,9.643
2019-02-01,9.608
2019-02-02,9.608
2019-02-03,9.608
2019-02-04,9.585
2019-02-05,9.679
2019-02-06,9.674
2019-02-07,9.609
2019-02-08,9.674
2019-02-09,9.674
2019-02-10,9.674
2019-02-11,10.002
2019-02-12,10.082
2019-02-13,10.015
2019-02-14,10.023
2019-02-15,10.091
2019-02-16,10.091
2019-02-17,10.091
2019-02-18,10.119
2019-02-19,10.167
2019-02-20,10.245
2019-02-21,10.258
2019-02-22,10.264
2019-02-23,10.264
2019-02-24,10.264
2019-02-25,10.234
2019-02-26,10.201
2019-02-27,10.172
2019-02-28,10.143
2019-03-01,10.13
2019-03-02,10.13
2019-03-03,10.13
2019-03-04,10.156
2019-03-05,10.211
2019-03-06,10.262
2019-03-07,10.256
2019-03-08,10.184
2019-03-09,10.184
2019-03-10,10.184
2019-03-11,10.237
2019-03-12,10.203
2019-03-13,10.241
2019-03-14,10.373
2019-03-15,10.254
2019-03-16,10.254
2019-03-17,10.254
2019-03-18,10.23
2019-03-19,10.192
2019-03-20,10.224
2019-03-21,10.217
2019-03-22,10.169
2019-03-23,10.169
2019-03-24,10.169
2019-03-25,10.145
2019-03-26,10.317
2019-03-27,10.243
2019-03-28,10.243
2019-03-29,10.698
2019-03-30,10.698
2019-03-31,10.698
2019-04-01,10.723
2019-04-02,10.745
2019-04-03,10.688
2019-04-04,10.679
2019-04-05,10.684
2019-04-06,10.684
2019-04-07,10.684
2019-04-08,10.702
2019-04-09,10.723
2019-04-10,10.755
2019-04-11,10.626
2019-04-12,10.394
2019-04-13,10.394
2019-04-14,10.394
2019-04-15,10.489
2019-04-16,10.442
2019-04-17,10.334
2019-04-18,10.123
2019-04-19,10.123
2019-04-20,10.123
2019-04-21,10.123
2019-04-22,10.123
2019-04-23,10.3
2019-04-24,10.259
2019-04-25,10.165
2019-04-26,10.236
2019-04-27,10.236
2019-04-28,10.236
2019-04-29,10.242
2019-04-30,10.323
2019-05-01,10.323
2019-05-02,10.288
2019-05-03,10.35
2019-05-04,10.35
2019-05-05,10.35
2019-05-06,10.3
2019-05-07,10.24
2019-05-08,10.238
2019-05-09,9.992
2019-05-10,9.917
2019-05-11,9.917
2019-05-12,9.917
2019-05-13,9.917
2019-05-14,9.921
2019-05-15,9.927
2019-05-16,10.185
2019-05-17,10.229
2019-05-18,10.229
2019-05-19,10.229
2019-05-20,10.221
2019-05-21,10.261
2019-05-22,10.275
2019-05-23,10.357
2019-05-24,10.423
2019-05-25,10.423
2019-05-26,10.423
2019-05-27,10.452
2019-05-28,10.333
2019-05-29,10.146
2019-05-30,10.146
2019-05-31,10.112
2019-06-01,10.112
2019-06-02,10.112
2019-06-03,10.154
2019-06-04,10.108
2019-06-05,10.138
2019-06-06,10.311
2019-06-07,10.354
2019-06-08,10.354
2019-06-09,10.354
2019-06-10,10.354
2019-06-11,10.5
2019-06-12,10.232
2019-06-13,10.275
2019-06-14,10.264
2019-06-15,10.264
2019-06-16,10.264
2019-06-17,10.238
2019-06-18,10.37
2019-06-19,10.375
2019-06-20,10.327
2019-06-21,10.199
2019-06-22,10.199
2019-06-23,10.199
2019-06-24,10.166
2019-06-25,10.167
2019-06-26,10.101
2019-06-27,10.066
2019-06-28,10.107
2019-06-29,10.107
2019-06-30,10.107
2019-07-01,10.27
2019-07-02,10.276
2019-07-03,10.357
2019-07-04,10.337
2019-07-05,10.274
2019-07-06,10.274
2019-07-07,10.274
2019-07-08,10.181
2019-07-09,10.166
2019-07-10,10.142
2019-07-11,9.964
2019-07-12,9.667
2019-07-13,9.667
2019-07-14,9.667
2019-07-15,9.724
2019-07-16,9.802
2019-07-17,9.897
2019-07-18,9.991
2019-07-19,9.75
2019-07-20,9.75
2019-07-21,9.75
2019-07-22,9.752
2019-07-23,9.728
2019-07-24,9.719
2019-07-25,9.739
2019-07-26,9.847
2019-07-27,9.847
2019-07-28,9.847
2019-07-29,9.794
2019-07-30,9.732
2019-07-31,9.758
2019-08-01,9.758
2019-08-02,9.78
2019-08-03,9.78
2019-08-04,9.78
2019-08-05,9.647
2019-08-06,9.612
2019-08-07,9.621
2019-08-08,9.872
2019-08-09,9.958
2019-08-10,9.958
2019-08-11,9.958
2019-08-12,9.962
2019-08-13,10.038
2019-08-14,9.857
2019-08-15,9.843
2019-08-16,9.998
2019-08-17,9.998
2019-08-18,9.998
2019-08-19,10.053
2019-08-20,9.991
2019-08-21,10.02
2019-08-22,9.951
2019-08-23,9.949
2019-08-24,9.949
2019-08-25,9.949
2019-08-26,9.89
2019-08-27,9.947
2019-08-28,9.896
2019-08-29,9.905
2019-08-30,9.903
2019-08-31,9.903
2019-09-01,9.903
2019-09-02,10.009
2019-09-03,9.916
2019-09-04,9.916
2019-09-05,9.92
2019-09-06,10.033
2019-09-07,10.033
2019-09-08,10.033
2019-09-09,9.945
2019-09-10,9.914
2019-09-11,9.916
2019-09-12,9.844
2019-09-13,10.002
2019-09-14,10.002
2019-09-15,10.002
2019-09-16,9.989
2019-09-17,10.212
2019-09-18,10.304
2019-09-19,10.357
2019-09-20,10.432
2019-09-21,10.432
2019-09-22,10.432
2019-09-23,10.353
2019-09-24,10.37
2019-09-25,10.339
2019-09-26,10.492
2019-09-27,10.562
2019-09-28,10.562
2019-09-29,10.562
2019-09-30,10.629
2019-10-01,10.536
2019-10-02,10.304
2019-10-03,10.326
2019-10-04,10.47
2019-10-05,10.47
2019-10-06,10.47
2019-10-07,10.567
2019-10-08,10.415
2019-10-09,10.44
2019-10-10,10.478
2019-10-11,10.553
2019-10-12,10.553
2019-10-13,10.553
2019-10-14,10.513
2019-10-15,10.587
2019-10-16,10.364
2019-10-17,10.446
2019-10-18,10.481
2019-10-19,10.481
2019-10-20,10.481
2019-10-21,10.421
2019-10-22,10.403
2019-10-23,10.405
2019-10-24,10.468
2019-10-25,10.605
2019-10-26,10.605
2019-10-27,10.605
2019-10-28,10.612
2019-10-29,10.607
2019-10-30,10.68
2019-10-31,10.686
2019-11-01,10.7
2019-11-02,10.7
2019-11-03,10.7
2019-11-04,10.743
2019-11-05,10.585
2019-11-06,10.653
2019-11-07,10.657
2019-11-08,10.707
2019-11-09,10.707
2019-11-10,10.707
2019-11-11,10.727
2019-11-12,10.733
2019-11-13,10.725
2019-11-14,10.585
2019-11-15,10.659
2019-11-16,10.659
2019-11-17,10.659
2019-11-18,10.796
2019-11-19,10.869
2019-11-20,10.9
2019-11-21,10.904
2019-11-22,10.873
2019-11-23,10.873
2019-11-24,10.873
2019-11-25,11.001
2019-11-26,11.145
2019-11-27,11.093
2019-11-28,11.125
2019-11-29,11.096
2019-11-30,11.096
2019-12-01,11.096
2019-12-02,10.923
2019-12-03,10.801
2019-12-04,10.916
2019-12-05,10.963
2019-12-06,10.994
2019-12-07,10.994
2019-12-08,10.994
2019-12-09,10.923
2019-12-10,10.905
2019-12-11,10.916
2019-12-12,10.854
2019-12-13,10.79
2019-12-14,10.79
2019-12-15,10.79
2019-12-16,10.917
2019-12-17,10.904
2019-12-18,10.919
2019-12-19,11.032
2019-12-20,11.258
2019-12-21,11.258
2019-12-22,11.258
2019-12-23,11.326
2019-12-24,11.326
2019-12-25,11.326
2019-12-26,11.326
2019-12-27,11.389
2019-12-28,11.389
2019-12-29,11.389
2019-12-30,11.272
2019-12-31,11.272
2020-01-01,11.272
2020-01-02,11.272
2020-01-03,11.348
2020-01-04,11.348
2020-01-05,11.348
2020-01-06,11.335
2020-01-07,11.35
2020-01-08,11.309
2020-01-09,11.357
2020-01-10,11.452
2020-01-11,11.452
2020-01-12,11.452
2020-01-13,11.407
2020-01-14,11.368
2020-01-15,11.45
2020-01-16,11.471
2020-01-17,11.722
2020-01-18,11.722
2020-01-19,11.722
2020-01-20,11.729
2020-01-21,11.795
2020-01-22,11.77
2020-01-23,11.663
2020-01-24,11.524
2020-01-25,11.524
2020-01-26,11.524
2020-01-27,11.355
2020-01-28,11.462
2020-01-29,11.597
2020-01-30,11.775
2020-01-31,11.674
2020-02-01,11.674
2020-02-02,11.674
2020-02-03,11.323
2020-02-04,11.393
2020-02-05,11.756
2020-02-06,11.699
2020-02-07,11.758
2020-02-08,11.758
2020-02-09,11.758
2020-02-10,11.946
2020-02-11,11.969
2020-02-12,11.916
2020-02-13,12.122
2020-02-14,11.976
2020-02-15,11.976
2020-02-16,11.976
2020-02-17,12.071
2020-02-18,12.15
2020-02-19,12.347
2020-02-20,12.154
2020-02-21,12.159
2020-02-22,12.159
2020-02-23,12.159
2020-02-24,11.77
2020-02-25,11.607
2020-02-26,11.644
2020-02-27,11.338
2020-02-28,10.889
2020-02-29,10.889
2020-03-01,10.889
2020-03-02,11.065
2020-03-03,11.283
2020-03-04,11.635
2020-03-05,11.614
2020-03-06,11.078
2020-03-07,11.078
2020-03-08,11.078
2020-03-09,10.504
2020-03-10,10.455
2020-03-11,10.446
2020-03-12,9.65
2020-03-13,9.954
2020-03-14,9.954
2020-03-15,9.954
2020-03-16,10.292
2020-03-17,10.52
2020-03-18,10.204
2020-03-19,11.178
2020-03-20,10.621
2020-03-21,10.621
2020-03-22,10.621
2020-03-23,9.887
2020-03-24,10.34
2020-03-25,10.482
2020-03-26,10.555
2020-03-27,10.528
2020-03-28,10.528
2020-03-29,10.528
2020-03-30,10.959
2020-03-31,11.145
2020-04-01,11.539
2020-04-02,11.68
2020-04-03,11.68
2020-04-04,11.68
2020-04-05,11.68
2020-04-06,11.836
2020-04-07,11.466
2020-04-08,11.334
2020-04-09,11.213
2020-04-10,11.213
2020-04-11,11.213
2020-04-12,11.213
2020-04-13,11.213
2020-04-14,11.44
2020-04-15,11.466
2020-04-16,11.977
2020-04-17,12.199
2020-04-18,12.199
2020-04-19,12.199
2020-04-20,12.472
2020-04-21,12.517
2020-04-22,12.827
2020-04-23,13.018
2020-04-24,13.09
2020-04-25,13.09
2020-04-26,13.09
2020-04-27,13.167
2020-04-28,13.289
2020-04-29,12.879
2020-04-30,12.638
2020-05-01,12.638
2020-05-02,12.638
2020-05-03,12.638
2020-05-04,12.888
2020-05-05,12.997
2020-05-06,13.25
2020-05-07,13.056
2020-05-08,13.027
2020-05-09,13.027
2020-05-10,13.027
2020-05-11,13.369
2020-05-12,13.049
2020-05-13,13.097
2020-05-14,12.638
2020-05-15,12.865
2020-05-16,12.865
2020-05-17,12.865
2020-05-18,12.774
2020-05-19,12.654
2020-05-20,12.631
2020-05-21,12.631
2020-05-22,12.605
2020-05-23,12.605
2020-05-24,12.605
2020-05-25,12.681
2020-05-26,12.509
2020-05-27,12.067
2020-05-28,12.4
2020-05-29,12.089
2020-05-30,12.089
2020-05-31,12.089
2020-06-01,12.089
2020-06-02,12.214
2020-06-03,12.369
2020-06-04,12.137
2020-06-05,12.115
2020-06-06,12.115
2020-06-07,12.115
2020-06-08,12.01
2020-06-09,12.154
2020-06-10,12.112
2020-06-11,11.873
2020-06-12,11.878
2020-06-13,11.878
2020-06-14,11.878
2020-06-15,11.957
2020-06-16,11.821
2020-06-17,12.115
2020-06-18,12.04
2020-06-19,12.249
2020-06-20,12.249
2020-06-21,12.249
2020-06-22,12.115
2020-06-23,12.167
2020-06-24,11.853
2020-06-25,12.039
2020-06-26,11.899
2020-06-27,11.899
2020-06-28,11.899
2020-06-29,11.826
2020-06-30,11.716
2020-07-01,11.874
2020-07-02,11.878
2020-07-03,11.732
2020-07-04,11.732
2020-07-05,11.732
2020-07-06,11.862
2020-07-07,11.816
2020-07-08,11.794
2020-07-09,11.739
2020-07-10,11.707
2020-07-11,11.707
2020-07-12,11.707
2020-07-13,11.785
2020-07-14,11.248
2020-07-15,11.506
2020-07-16,11.366
2020-07-17,11.428
2020-07-18,11.428
2020-07-19,11.428
2020-07-20,11.475
2020-07-21,11.138
2020-07-22,11.075
2020-07-23,10.7
2020-07-24,10.516
2020-07-25,10.516
2020-07-26,10.516
2020-07-27,10.573
2020-07-28,10.774
2020-07-29,10.832
2020-07-30,10.598
2020-07-31,10.421
2020-08-01,10.421
2020-08-02,10.421
2020-08-03,10.666
2020-08-04,10.558
2020-08-05,10.431
2020-08-06,10.359
2020-08-07,10.331
2020-08-08,10.331
2020-08-09,10.331
2020-08-10,10.313
2020-08-11,10.288
2020-08-12,10.436
2020-08-13,10.37
2020-08-14,10.216
2020-08-15,10.216
2020-08-16,10.216
2020-08-17,10.37
2020-08-18,10.371
