,AU US Equity,AU US Equity,AU US Equity,AU US Equity,AU US Equity
2008-07-27,29.4235,29.686,28.9596,29.5285,858055.0
2008-07-28,29.2397,29.9398,29.0909,29.336,929455.0
2008-07-29,29.3097,29.4235,28.7496,28.8809,941837.0
2008-07-30,27.9532,28.9334,27.9182,28.6446,2615295.0
2008-07-31,28.9684,29.476,28.6796,28.8546,1739574.0
2008-08-01,28.2332,28.417,27.7607,28.067,1761630.0
2008-08-02,28.2332,28.417,27.7607,28.067,1761630.0
2008-08-03,28.2332,28.417,27.7607,28.067,1761630.0
2008-08-04,27.2093,27.7431,26.7735,27.2355,2043788.0
2008-08-05,27.0868,27.6031,26.7542,26.973,2239045.0
2008-08-06,27.1743,27.5681,27.0693,27.2005,1725034.0
2008-08-07,27.183,27.4193,26.7542,26.9642,955065.0
2008-08-08,25.5902,26.2553,25.4852,26.0366,1969400.0
2008-08-09,25.5902,26.2553,25.4852,26.0366,1969400.0
2008-08-10,25.5902,26.2553,25.4852,26.0366,1969400.0
2008-08-11,25.0651,25.1964,22.3608,22.4921,5466955.0
2008-08-12,22.9647,24.1987,22.7546,23.9886,3540020.0
2008-08-13,24.1024,25.4064,24.0586,25.3102,2644702.0
2008-08-14,25.4939,25.4939,23.9449,24.0411,1910492.0
2008-08-15,22.8859,23.7873,22.7284,23.341,1977354.0
2008-08-16,22.8859,23.7873,22.7284,23.341,1977354.0
2008-08-17,22.8859,23.7873,22.7284,23.341,1977354.0
2008-08-18,23.6386,23.9536,23.1222,23.341,1467156.0
2008-08-19,22.3783,23.5948,22.1858,23.376,2202293.0
2008-08-20,24.073,24.073,22.9237,22.9939,2049620.0
2008-08-21,23.5466,24.3801,23.3887,24.3011,1839737.0
2008-08-22,23.5817,23.8888,23.3624,23.5203,1080438.0
2008-08-23,23.5817,23.8888,23.3624,23.5203,1080438.0
2008-08-24,23.5817,23.8888,23.3624,23.5203,1080438.0
2008-08-25,23.2483,23.5028,23.0115,23.1957,935821.0
2008-08-26,22.7483,23.4063,22.5728,23.2571,1450906.0
2008-08-27,23.6519,23.8361,23.4677,23.8361,744228.0
2008-08-28,24.5555,24.5555,23.7396,23.9063,984899.0
2008-08-29,23.8712,23.9414,23.4677,23.6168,586067.0
2008-08-30,23.8712,23.9414,23.4677,23.6168,586067.0
2008-08-31,23.8712,23.9414,23.4677,23.6168,586067.0
2008-09-01,23.8712,23.9414,23.4677,23.6168,586067.0
2008-09-02,21.7218,22.1342,21.7218,21.9149,2095308.0
2008-09-03,21.5025,21.871,20.8709,20.9761,1997211.0
2008-09-04,21.2569,21.4148,20.169,20.2217,2127622.0
2008-09-05,20.5375,21.1165,20.2041,21.0639,1827811.0
2008-09-06,20.5375,21.1165,20.2041,21.0639,1827811.0
2008-09-07,20.5375,21.1165,20.2041,21.0639,1827811.0
2008-09-08,21.7218,21.8359,20.4673,20.5726,2238824.0
2008-09-09,20.1866,20.1866,18.4759,18.5987,2366186.0
2008-09-10,18.932,19.8181,18.432,19.6953,2880778.0
2008-09-11,19.6865,20.6042,19.1514,20.2655,3223465.0
2008-09-12,20.5901,21.5201,20.2217,21.1516,3321396.0
2008-09-13,20.5901,21.5201,20.2217,21.1516,3321396.0
2008-09-14,20.5901,21.5201,20.2217,21.1516,3321396.0
2008-09-15,20.6866,21.0551,20.2831,20.4761,2727757.0
2008-09-16,19.976,20.6954,19.2216,20.6691,2557185.0
2008-09-17,19.8269,22.8448,19.6602,22.5465,4136131.0
2008-09-18,22.6079,24.0642,22.1166,23.687,4899133.0
2008-09-19,22.4325,22.8097,21.2744,21.6868,4006160.0
2008-09-20,22.4325,22.8097,21.2744,21.6868,4006160.0
2008-09-21,22.4325,22.8097,21.2744,21.6868,4006160.0
2008-09-22,21.9149,23.5817,21.7131,22.9588,3902446.0
2008-09-23,22.1254,22.722,21.599,22.0114,2675315.0
2008-09-24,22.371,22.5553,21.7569,22.0201,1116357.0
2008-09-25,22.0201,22.178,21.2832,21.4323,1279066.0
2008-09-26,20.9235,21.9236,20.9147,21.2481,2064718.0
2008-09-27,20.9235,21.9236,20.9147,21.2481,2064718.0
2008-09-28,20.9235,21.9236,20.9147,21.2481,2064718.0
2008-09-29,20.8182,21.1516,19.5198,19.7743,2811360.0
2008-09-30,20.3971,20.5463,19.3356,20.2655,2213618.0
2008-10-01,20.4498,20.8621,20.1339,20.3971,1649789.0
2008-10-02,19.204,19.3005,16.8967,16.9494,2890136.0
2008-10-03,16.9845,18.0109,16.7037,17.5196,2284053.0
2008-10-04,16.9845,18.0109,16.7037,17.5196,2284053.0
2008-10-05,16.9845,18.0109,16.7037,17.5196,2284053.0
2008-10-06,17.9495,18.0197,13.8174,15.2299,3322950.0
2008-10-07,15.9405,16.1773,14.3964,14.4666,2989573.0
2008-10-08,15.7299,17.6336,15.2299,17.2915,3735915.0
2008-10-09,16.8879,16.8879,15.1421,15.1421,2402548.0
2008-10-10,17.1599,17.6161,14.221,14.4754,4025633.0
2008-10-11,17.1599,17.6161,14.221,14.4754,4025633.0
2008-10-12,17.1599,17.6161,14.221,14.4754,4025633.0
2008-10-13,17.4494,17.8617,16.4844,17.8267,3213281.0
2008-10-14,18.9671,20.9411,18.8268,19.9497,4090101.0
2008-10-15,17.6775,18.9145,15.6773,16.2212,2970532.0
2008-10-16,18.1776,18.5109,15.2474,16.1773,4319024.0
2008-10-17,16.5809,17.2652,15.651,16.2914,3032975.0
2008-10-18,16.5809,17.2652,15.651,16.2914,3032975.0
2008-10-19,16.5809,17.2652,15.651,16.2914,3032975.0
2008-10-20,16.4668,17.8091,16.0107,17.6951,1794766.0
2008-10-21,16.9055,17.4582,16.23,16.3177,1617141.0
2008-10-22,16.4142,16.4142,13.0015,13.1068,3376148.0
2008-10-23,13.5191,14.3789,12.2295,13.1156,3608160.0
2008-10-24,12.4927,14.028,12.3611,13.2472,3429048.0
2008-10-25,12.4927,14.028,12.3611,13.2472,3429048.0
2008-10-26,12.4927,14.028,12.3611,13.2472,3429048.0
2008-10-27,13.2384,13.7648,12.2821,12.4664,2744519.0
2008-10-28,13.7472,13.7735,12.212,13.1945,3877922.0
2008-10-29,13.7121,15.8527,13.3612,15.6685,4195070.0
2008-10-30,16.0984,16.8879,14.9228,16.3089,2200840.0
2008-10-31,16.1949,16.7651,15.765,16.0107,2401199.0
2008-11-01,16.1949,16.7651,15.765,16.0107,2401199.0
2008-11-02,16.1949,16.7651,15.765,16.0107,2401199.0
2008-11-03,15.7913,16.616,15.6597,15.7913,1323117.0
2008-11-04,16.4318,18.0811,16.2914,17.9407,2444828.0
2008-11-05,17.4143,18.2478,16.5546,16.5897,1490955.0
2008-11-06,16.8002,17.081,14.9316,14.993,1505171.0
2008-11-07,15.5983,16.4932,15.0632,15.7211,1763273.0
2008-11-08,15.5983,16.4932,15.0632,15.7211,1763273.0
2008-11-09,15.5983,16.4932,15.0632,15.7211,1763273.0
2008-11-10,16.7651,17.0459,15.7036,16.2387,1609710.0
2008-11-11,15.9405,16.0896,14.9404,15.1772,1605733.0
2008-11-12,15.2386,15.4755,13.7385,13.8613,2282966.0
2008-11-13,14.2999,15.3088,12.6243,15.2562,3085705.0
2008-11-14,15.265,15.7913,14.5105,14.5543,2658423.0
2008-11-15,15.265,15.7913,14.5105,14.5543,2658423.0
2008-11-16,15.265,15.7913,14.5105,14.5543,2658423.0
2008-11-17,14.5543,14.8789,13.8613,13.9841,1924182.0
2008-11-18,13.8174,14.2034,13.1682,13.6332,1442366.0
2008-11-19,13.7911,14.4578,12.5717,12.6594,2148063.0
2008-11-20,13.0366,13.098,11.7294,12.0277,2332942.0
2008-11-21,14.8789,17.2915,13.1331,17.2038,5297597.0
2008-11-22,14.8789,17.2915,13.1331,17.2038,5297597.0
2008-11-23,14.8789,17.2915,13.1331,17.2038,5297597.0
2008-11-24,18.4671,18.8005,17.4231,17.8267,3273773.0
2008-11-25,18.0898,18.4671,17.0897,18.1688,2045984.0
2008-11-26,18.4759,18.6425,17.9582,18.5548,3070946.0
2008-11-27,18.4759,18.6425,17.9582,18.5548,3070946.0
2008-11-28,19.5198,19.5198,18.432,18.7303,1613932.0
2008-11-29,19.5198,19.5198,18.432,18.7303,1613932.0
2008-11-30,19.5198,19.5198,18.432,18.7303,1613932.0
2008-12-01,18.3881,18.4671,17.0634,17.1687,3132486.0
2008-12-02,18.5285,19.1689,17.9407,18.7127,3073670.0
2008-12-03,18.7917,20.6428,18.5022,19.5198,4538048.0
2008-12-04,19.0636,19.7479,18.5197,18.8443,2859393.0
2008-12-05,19.0724,20.0989,18.5373,19.9585,4209665.0
2008-12-06,19.0724,20.0989,18.5373,19.9585,4209665.0
2008-12-07,19.0724,20.0989,18.5373,19.9585,4209665.0
2008-12-08,21.3271,21.6692,20.5901,21.0727,3288252.0
2008-12-09,20.5375,21.6341,20.3445,21.0902,3514306.0
2008-12-10,22.4588,24.6696,22.4237,24.5555,4016162.0
2008-12-11,23.959,24.9942,22.5816,23.0553,3319799.0
2008-12-12,22.5991,23.8449,22.5728,23.7835,3467844.0
2008-12-13,22.5991,23.8449,22.5728,23.7835,3467844.0
2008-12-14,22.5991,23.8449,22.5728,23.7835,3467844.0
2008-12-15,23.2396,23.959,22.2921,23.0641,3811427.0
2008-12-16,23.301,23.608,22.5202,23.5291,4162538.0
2008-12-17,23.494,24.3011,23.1343,23.3273,3557731.0
2008-12-18,23.88,23.88,21.0639,21.4674,3232730.0
2008-12-19,21.871,22.4763,21.3271,22.4061,3093609.0
2008-12-20,21.871,22.4763,21.3271,22.4061,3093609.0
2008-12-21,21.871,22.4763,21.3271,22.4061,3093609.0
2008-12-22,22.9676,23.222,21.8096,22.0815,2561481.0
2008-12-23,22.5991,23.1167,22.257,22.9939,2326064.0
2008-12-24,22.4851,22.6342,21.3271,21.9499,907869.0
2008-12-25,22.4851,22.6342,21.3271,21.9499,907869.0
2008-12-26,21.4674,23.6694,21.4674,23.494,1148795.0
2008-12-27,21.4674,23.6694,21.4674,23.494,1148795.0
2008-12-28,21.4674,23.6694,21.4674,23.494,1148795.0
2008-12-29,24.2836,24.3011,23.0641,23.3361,1886626.0
2008-12-30,23.1255,23.5993,22.7307,23.3098,1149933.0
2008-12-31,23.0729,24.5204,22.8711,24.3099,1671239.0
2009-01-01,23.0729,24.5204,22.8711,24.3099,1671239.0
2009-01-02,24.0642,24.6345,23.9502,24.2134,1154581.0
2009-01-03,24.0642,24.6345,23.9502,24.2134,1154581.0
2009-01-04,24.0642,24.6345,23.9502,24.2134,1154581.0
2009-01-05,22.9325,23.3361,22.4676,22.8974,2155926.0
2009-01-06,23.3273,24.4064,23.0027,23.959,1992940.0
2009-01-07,23.994,24.0642,22.0815,22.371,1909367.0
2009-01-08,22.7834,23.6168,22.178,23.5203,2682681.0
2009-01-09,22.6956,23.1782,22.1166,22.2745,2139661.0
2009-01-10,22.6956,23.1782,22.1166,22.2745,2139661.0
2009-01-11,22.6956,23.1782,22.1166,22.2745,2139661.0
2009-01-12,21.8271,21.9324,21.02,21.2306,2313472.0
2009-01-13,21.0112,21.985,20.8884,21.5815,1865489.0
2009-01-14,20.8358,21.3095,20.0023,20.3094,1994293.0
2009-01-15,20.7305,21.4762,19.7392,21.2042,2189744.0
2009-01-16,22.6167,22.915,21.792,22.7746,2424874.0
2009-01-17,22.6167,22.915,21.792,22.7746,2424874.0
2009-01-18,22.6167,22.915,21.792,22.7746,2424874.0
2009-01-19,22.6167,22.915,21.792,22.7746,2424874.0
2009-01-20,22.4412,23.3185,21.5815,21.7657,2747914.0
2009-01-21,22.6518,23.0027,22.0026,22.9939,2700864.0
2009-01-22,22.643,23.3799,22.3974,22.836,1693274.0
2009-01-23,23.029,24.7222,22.7044,24.2923,3737649.0
2009-01-24,23.029,24.7222,22.7044,24.2923,3737649.0
2009-01-25,23.029,24.7222,22.7044,24.2923,3737649.0
2009-01-26,25.8451,25.8978,24.0818,24.2397,3715399.0
2009-01-27,25.0731,25.0994,24.0291,24.2485,3842459.0
2009-01-28,24.1344,24.5643,23.3185,24.4151,4020289.0
2009-01-29,23.9853,25.2135,23.5554,24.8889,5940086.0
2009-01-30,25.7135,25.7135,24.0291,25.1696,4818317.0
2009-01-31,25.7135,25.7135,24.0291,25.1696,4818317.0
2009-02-01,25.7135,25.7135,24.0291,25.1696,4818317.0
2009-02-02,24.0818,24.7397,23.2922,23.6344,3552164.0
2009-02-03,23.8975,24.2309,23.2483,23.5554,2799188.0
2009-02-04,23.8361,23.9239,22.5465,22.8097,3499313.0
2009-02-05,22.7395,22.9764,22.178,22.7746,5169085.0
2009-02-06,23.0202,24.3713,22.9062,24.2748,4015546.0
2009-02-07,23.0202,24.3713,22.9062,24.2748,4015546.0
2009-02-08,23.0202,24.3713,22.9062,24.2748,4015546.0
2009-02-09,24.6257,25.4942,24.3896,24.6696,3902450.0
2009-02-10,24.7222,25.2135,23.6431,24.1607,4281192.0
2009-02-11,24.9766,27.0119,24.8301,26.8716,5953202.0
2009-02-12,25.7837,26.6873,25.6521,26.5119,3077295.0
2009-02-13,25.9592,26.5382,25.617,26.0031,1645863.0
2009-02-14,25.9592,26.5382,25.617,26.0031,1645863.0
2009-02-15,25.9592,26.5382,25.617,26.0031,1645863.0
2009-02-16,25.9592,26.5382,25.617,26.0031,1645863.0
2009-02-17,26.6873,28.3454,26.5382,27.2927,6574602.0
2009-02-18,27.4594,27.7576,26.4066,27.6787,4128241.0
2009-02-19,27.5471,28.0647,26.8277,27.0383,3102016.0
2009-02-20,28.284,28.9946,27.6611,28.7578,3678402.0
2009-02-21,28.284,28.9946,27.6611,28.7578,3678402.0
2009-02-22,28.284,28.9946,27.6611,28.7578,3678402.0
2009-02-23,28.67,29.0473,27.7752,27.8717,3901711.0
2009-02-24,27.5295,27.7664,25.0907,25.5732,3907019.0
2009-02-25,25.7925,26.9242,25.2223,25.2837,3439000.0
2009-02-26,25.6697,26.2136,25.117,25.9241,2419845.0
2009-02-27,25.6346,26.5207,25.1959,26.1697,3907511.0
2009-02-28,25.6346,26.5207,25.1959,26.1697,3907511.0
2009-03-01,25.6346,26.5207,25.1959,26.1697,3907511.0
2009-03-02,26.3978,26.6084,24.8626,25.038,3370162.0
2009-03-03,25.5732,25.8802,24.6792,25.5644,3268964.0
2009-03-04,26.1444,26.162,24.5011,24.9053,2662404.0
2009-03-05,24.6329,26.0829,24.6329,25.872,2393626.0
2009-03-06,26.2675,27.902,25.9862,26.9881,4667843.0
2009-03-07,26.2675,27.902,25.9862,26.9881,4667843.0
2009-03-08,26.2675,27.902,25.9862,26.9881,4667843.0
2009-03-09,26.2499,26.9441,26.0565,26.6805,2651062.0
2009-03-10,26.3641,26.8123,25.6611,26.3378,3477642.0
2009-03-11,27.3308,28.2975,27.1287,28.2008,5586504.0
2009-03-12,28.2623,30.8372,28.1217,30.7318,5008090.0
2009-03-13,30.4242,30.5736,29.6069,29.7475,3793619.0
2009-03-14,30.4242,30.5736,29.6069,29.7475,3793619.0
2009-03-15,30.4242,30.5736,29.6069,29.7475,3793619.0
2009-03-16,29.6069,30.3451,29.4839,29.6157,1881037.0
2009-03-17,29.3345,30.4857,28.5611,30.4242,3864302.0
2009-03-18,29.8969,33.4209,29.0005,33.21,5430197.0
2009-03-19,32.3136,34.2646,32.217,33.9834,7250980.0
2009-03-20,32.3048,33.3594,32.0763,32.6915,4580478.0
2009-03-21,32.3048,33.3594,32.0763,32.6915,4580478.0
2009-03-22,32.3048,33.3594,32.0763,32.6915,4580478.0
2009-03-23,32.9727,33.9043,32.5948,32.9815,2804112.0
2009-03-24,31.716,32.7179,31.5491,32.1379,2117909.0
2009-03-25,32.1467,34.0273,31.7424,33.4736,2973874.0
2009-03-26,33.9746,34.08,32.9024,33.4736,2115611.0
2009-03-27,32.9727,33.0167,32.1203,32.4191,1618670.0
2009-03-28,32.9727,33.0167,32.1203,32.4191,1618670.0
2009-03-29,32.9727,33.0167,32.1203,32.4191,1618670.0
2009-03-30,31.2678,32.4894,31.0833,31.9797,1976726.0
2009-03-31,32.6827,32.8585,31.5403,32.3048,1829667.0
2009-04-01,32.9552,33.7197,32.463,33.6933,1899688.0
2009-04-02,31.9006,32.1291,29.9672,30.4593,4250132.0
2009-04-03,28.4645,29.0445,26.8914,27.5769,5138930.0
2009-04-04,28.4645,29.0445,26.8914,27.5769,5138930.0
2009-04-05,28.4645,29.0445,26.8914,27.5769,5138930.0
2009-04-06,26.909,27.4363,26.1532,27.2341,3359043.0
2009-04-07,28.2448,28.8511,27.7351,27.946,2485960.0
2009-04-08,29.3872,29.4311,28.192,28.4733,2149474.0
2009-04-09,28.2535,28.6666,27.2517,27.4099,2010294.0
2009-04-10,28.2535,28.6666,27.2517,27.4099,2010294.0
2009-04-11,28.2535,28.6666,27.2517,27.4099,2010294.0
2009-04-12,28.2535,28.6666,27.2517,27.4099,2010294.0
2009-04-13,28.2096,29.6069,27.9108,28.7193,2127068.0
2009-04-14,28.2008,28.4381,27.7087,27.7263,1774305.0
2009-04-15,27.2605,27.7702,27.199,27.4714,1487395.0
2009-04-16,28.0075,28.0426,26.865,26.9617,2301080.0
2009-04-17,27.1375,27.1814,25.8017,26.1093,3235512.0
2009-04-18,27.1375,27.1814,25.8017,26.1093,3235512.0
2009-04-19,27.1375,27.1814,25.8017,26.1093,3235512.0
2009-04-20,26.4256,27.1814,26.3817,26.6366,2276623.0
2009-04-21,27.5944,27.7614,26.2147,26.909,2196822.0
2009-04-22,26.909,27.8229,26.6629,27.4011,1674308.0
2009-04-23,27.2693,28.3326,27.0672,27.7526,2101772.0
2009-04-24,28.2184,29.229,28.0075,29.0884,2054042.0
2009-04-25,28.2184,29.229,28.0075,29.0884,2054042.0
2009-04-26,28.2184,29.229,28.0075,29.0884,2054042.0
2009-04-27,28.7808,29.4311,28.3159,28.7105,1318211.0
2009-04-28,28.3766,28.939,28.0866,28.2535,1792388.0
2009-04-29,28.7984,29.2378,28.482,28.8687,989055.0
2009-04-30,27.7351,27.7351,26.8738,27.0672,2199056.0
2009-05-01,27.4187,27.7175,26.9353,27.2781,1216122.0
2009-05-02,27.4187,27.7175,26.9353,27.2781,1216122.0
2009-05-03,27.4187,27.7175,26.9353,27.2781,1216122.0
2009-05-04,27.9987,28.8511,27.7614,28.7457,1788303.0
2009-05-05,29.2027,29.2554,28.3063,28.5699,1297863.0
2009-05-06,29.8705,32.0324,29.8178,32.006,3213465.0
2009-05-07,32.3664,32.3664,30.2924,31.303,2917553.0
2009-05-08,31.5842,31.9006,30.846,31.8654,1747679.0
2009-05-09,31.5842,31.9006,30.846,31.8654,1747679.0
2009-05-10,31.5842,31.9006,30.846,31.8654,1747679.0
2009-05-11,31.4875,32.1115,31.0657,31.8127,1814323.0
2009-05-12,32.4367,33.1573,32.1467,33.0342,2295097.0
2009-05-13,32.7794,34.1679,32.2521,32.4542,2673134.0
2009-05-14,32.1467,32.4103,30.9339,32.1554,1642643.0
2009-05-15,32.6739,33.9218,31.6809,32.1642,1884613.0
2009-05-16,32.6739,33.9218,31.6809,32.1642,1884613.0
2009-05-17,32.6739,33.9218,31.6809,32.1642,1884613.0
2009-05-18,31.6897,31.7776,29.8793,30.3627,4208732.0
2009-05-19,30.6966,31.9443,30.5033,31.2854,2877354.0
2009-05-20,32.1818,33.1309,31.7863,32.6124,3273716.0
2009-05-21,32.5597,34.08,31.8479,33.7373,3920538.0
2009-05-22,33.7549,33.7812,32.9639,33.0606,2267583.0
2009-05-23,33.7549,33.7812,32.9639,33.0606,2267583.0
2009-05-24,33.7549,33.7812,32.9639,33.0606,2267583.0
2009-05-25,33.7549,33.7812,32.9639,33.0606,2267583.0
2009-05-26,32.6827,34.1591,32.4279,33.6318,2832044.0
2009-05-27,33.8867,33.913,33.0606,33.2188,2964925.0
2009-05-28,34.3349,36.0134,34.3349,35.8991,5466975.0
2009-05-29,36.7516,37.9292,36.4352,37.1998,4826339.0
2009-05-30,36.7516,37.9292,36.4352,37.1998,4826339.0
2009-05-31,36.7516,37.9292,36.4352,37.1998,4826339.0
2009-06-01,36.7164,37.6919,35.8816,36.4616,3487035.0
2009-06-02,36.5495,37.4195,36.3473,36.7955,2547247.0
2009-06-03,36.1979,36.2243,34.537,35.284,2784755.0
2009-06-04,35.697,37.1558,35.2313,36.6022,2293636.0
2009-06-05,35.5828,35.5828,33.7988,34.2294,2792464.0
2009-06-06,35.5828,35.5828,33.7988,34.2294,2792464.0
2009-06-07,35.5828,35.5828,33.7988,34.2294,2792464.0
2009-06-08,33.8515,35.0906,33.0342,34.9764,2430931.0
2009-06-09,35.0379,35.3719,34.0806,34.5018,1492857.0
2009-06-10,34.7303,34.95,33.8164,34.4403,1975299.0
2009-06-11,33.7812,34.3085,33.1054,33.5,2528734.0
2009-06-12,32.92,32.92,32.1115,32.2521,2777973.0
2009-06-13,32.92,32.92,32.1115,32.2521,2777973.0
2009-06-14,32.92,32.92,32.1115,32.2521,2777973.0
2009-06-15,31.9006,32.3839,31.1097,31.4524,2220682.0
2009-06-16,31.9973,33.1661,31.6721,32.1554,1994782.0
2009-06-17,32.0412,32.6476,31.1888,32.3751,1980537.0
2009-06-18,32.1115,32.6739,31.7512,31.8566,2114302.0
2009-06-19,32.3927,33.7637,32.3751,33.7373,3121624.0
2009-06-20,32.3927,33.7637,32.3751,33.7373,3121624.0
2009-06-21,32.3927,33.7637,32.3751,33.7373,3121624.0
2009-06-22,31.9357,32.3312,30.31,30.4418,2767425.0
2009-06-23,30.3275,31.5227,30.1606,31.3382,2493418.0
2009-06-24,31.9797,32.7355,31.7776,32.4454,2449830.0
2009-06-25,32.3576,34.0097,32.3576,33.7637,2100996.0
2009-06-26,34.1327,34.1503,32.8848,33.043,1267874.0
2009-06-27,34.1327,34.1503,32.8848,33.043,1267874.0
2009-06-28,34.1327,34.1503,32.8848,33.043,1267874.0
2009-06-29,33.5703,33.7637,32.9464,33.377,1028116.0
2009-06-30,33.5352,33.7549,32.0325,32.1906,1644500.0
2009-07-01,33.3155,33.5615,32.9464,32.9991,1495503.0
2009-07-02,31.7248,31.8566,31.136,31.7072,1526726.0
2009-07-03,31.7248,31.8566,31.136,31.7072,1526726.0
2009-07-04,31.7248,31.8566,31.136,31.7072,1526726.0
2009-07-05,31.7248,31.8566,31.136,31.7072,1526726.0
2009-07-06,30.2396,30.8284,29.7651,30.6263,1994440.0
2009-07-07,30.7669,31.3909,30.3451,30.6,2353549.0
2009-07-08,30.5384,30.7845,29.0533,29.9672,3154928.0
2009-07-09,30.3187,31.1272,30.0551,30.143,2460612.0
2009-07-10,29.7212,30.31,29.4751,29.9321,1801110.0
2009-07-11,29.7212,30.31,29.4751,29.9321,1801110.0
2009-07-12,29.7212,30.31,29.4751,29.9321,1801110.0
2009-07-13,29.5542,29.9321,28.7984,29.9057,2295569.0
2009-07-14,30.3012,31.0657,30.1606,30.846,2265496.0
2009-07-15,32.1203,32.7882,31.6633,32.6124,2193842.0
2009-07-16,32.1467,32.6827,31.6457,32.4542,1533771.0
2009-07-17,32.2697,33.2364,32.1994,32.9464,1541359.0
2009-07-18,32.2697,33.2364,32.1994,32.9464,1541359.0
2009-07-19,32.2697,33.2364,32.1994,32.9464,1541359.0
2009-07-20,33.9834,34.7479,33.9658,34.6776,2178619.0
2009-07-21,34.8709,35.1082,33.6933,34.247,2167444.0
2009-07-22,33.8252,35.2928,33.4033,34.5018,1717118.0
2009-07-23,34.247,35.5037,34.247,34.7919,1371069.0
2009-07-24,34.5985,34.8797,34.2294,34.4843,1274457.0
2009-07-25,34.5985,34.8797,34.2294,34.4843,1274457.0
2009-07-26,34.5985,34.8797,34.2294,34.4843,1274457.0
2009-07-27,34.1943,34.3085,33.6582,33.8252,1361631.0
2009-07-28,32.5685,32.9903,31.6545,32.7794,1949645.0
2009-07-29,32.3576,32.4015,31.7336,31.9006,1434045.0
2009-07-30,32.9024,33.4824,32.5509,32.7179,1344335.0
2009-07-31,32.9464,34.8709,32.8409,34.4491,2609228.0
2009-08-01,32.9464,34.8709,32.8409,34.4491,2609228.0
2009-08-02,32.9464,34.8709,32.8409,34.4491,2609228.0
2009-08-03,34.7215,35.3807,34.537,34.9412,2566979.0
2009-08-04,34.6337,35.8113,34.0712,34.5722,2130787.0
2009-08-05,34.4491,34.4755,33.3242,33.8515,2197310.0
2009-08-06,33.9482,34.2646,33.3155,33.9218,1826269.0
2009-08-07,33.7549,33.8779,32.6742,32.7003,1493397.0
2009-08-08,33.7549,33.8779,32.6742,32.7003,1493397.0
2009-08-09,33.7549,33.8779,32.6742,32.7003,1493397.0
2009-08-10,32.4367,32.507,31.2678,31.9182,1361003.0
2009-08-11,32.3136,32.3224,31.1712,31.2327,1609990.0
2009-08-12,31.5403,32.1642,31.2766,31.5227,1172951.0
2009-08-13,32.9024,33.6143,32.7003,33.4121,2023317.0
2009-08-14,33.8603,34.08,32.8321,33.1836,1553246.0
2009-08-15,33.8603,34.08,32.8321,33.1836,1553246.0
2009-08-16,33.8603,34.08,32.8321,33.1836,1553246.0
2009-08-17,31.6897,32.0236,31.1975,31.5051,2025228.0
2009-08-18,32.1554,32.4718,31.5448,31.8039,1998921.0
2009-08-19,31.387,32.0387,31.2196,31.7392,1998730.0
2009-08-20,31.5983,32.4966,31.5983,32.0122,1411941.0
2009-08-21,33.0602,33.6855,32.7872,33.0514,1791962.0
2009-08-22,33.0602,33.6855,32.7872,33.0514,1791962.0
2009-08-23,33.0602,33.6855,32.7872,33.0514,1791962.0
2009-08-24,32.5142,33.3597,32.3909,32.5054,1772582.0
2009-08-25,33.8969,34.0818,33.2716,33.5446,1760359.0
2009-08-26,33.3244,33.5006,32.8489,33.4389,1061003.0
2009-08-27,33.4918,34.4165,32.7168,34.1699,1545647.0
2009-08-28,34.4693,34.936,34.0202,34.5838,1531643.0
2009-08-29,34.4693,34.936,34.0202,34.5838,1531643.0
2009-08-30,34.4693,34.936,34.0202,34.5838,1531643.0
2009-08-31,33.3861,33.9937,33.254,33.8352,1654204.0
2009-09-01,32.752,33.0778,31.2901,31.977,6296425.0
2009-09-02,32.294,35.1469,32.0739,35.0241,6258691.0
2009-09-03,35.6406,37.1729,35.4116,36.8911,5452100.0
2009-09-04,36.5389,37.7013,36.1954,37.4195,3052329.0
2009-09-05,36.5389,37.7013,36.1954,37.4195,3052329.0
2009-09-06,36.5389,37.7013,36.1954,37.4195,3052329.0
2009-09-07,36.5389,37.7013,36.1954,37.4195,3052329.0
2009-09-08,38.2562,38.6877,37.1289,37.3755,6485059.0
2009-09-09,37.8246,37.8334,36.0633,36.398,4516161.0
2009-09-10,36.486,38.0228,36.2835,37.719,3311449.0
2009-09-11,38.2297,38.899,37.4556,38.0272,4468860.0
2009-09-12,38.2297,38.899,37.4556,38.0272,4468860.0
2009-09-13,38.2297,38.899,37.4556,38.0272,4468860.0
2009-09-14,37.2258,38.08,37.217,37.7278,2467670.0
2009-09-15,37.6925,39.0135,37.6221,38.9695,3905540.0
2009-09-16,39.8942,40.0879,39.2337,39.4627,3869838.0
2009-09-17,39.8766,40.1936,38.036,38.7581,4017283.0
2009-09-18,38.9255,39.1544,37.6837,38.4411,2841400.0
2009-09-19,38.9255,39.1544,37.6837,38.4411,2841400.0
2009-09-20,38.9255,39.1544,37.6837,38.4411,2841400.0
2009-09-21,36.8647,37.2258,35.7997,36.988,4741453.0
2009-09-22,37.6573,37.8334,36.8999,37.1817,2991459.0
2009-09-23,36.486,36.759,35.3588,35.4204,3756162.0
2009-09-24,36.1866,36.1866,34.4781,34.936,2984653.0
2009-09-25,35.0065,35.2883,34.4693,34.5838,2974927.0
2009-09-26,35.0065,35.2883,34.4693,34.5838,2974927.0
2009-09-27,35.0065,35.2883,34.4693,34.5838,2974927.0
2009-09-28,34.39,35.4643,34.3108,34.3548,1899607.0
