,BPOP US Equity,BPOP US Equity,BPOP US Equity,BPOP US Equity,BPOP US Equity
2007-08-05,91.3818,92.1684,88.9507,89.1652,213781.0
2007-08-06,90.0948,93.0979,86.7341,92.7404,221442.0
2007-08-07,93.3124,96.4586,92.2399,93.0264,312836.0
2007-08-08,93.813,96.3871,91.6678,93.3124,302242.0
2007-08-09,91.5248,92.9549,88.0211,89.3797,220293.0
2007-08-10,88.4502,92.0254,86.3766,91.2388,193037.0
2007-08-11,88.4502,92.0254,86.3766,91.2388,193037.0
2007-08-12,88.4502,92.0254,86.3766,91.2388,193037.0
2007-08-13,92.3114,93.0979,89.4512,89.5942,149647.0
2007-08-14,89.4512,89.7372,81.9433,84.5166,331828.0
2007-08-15,85.0895,86.9486,81.2283,81.3713,222257.0
2007-08-16,80.8708,89.3797,80.8708,87.3776,326192.0
2007-08-17,90.0948,92.8834,86.3766,89.0937,263979.0
2007-08-18,90.0948,92.8834,86.3766,89.0937,263979.0
2007-08-19,90.0948,92.8834,86.3766,89.0937,263979.0
2007-08-20,89.5942,91.0958,84.446,87.8781,178293.0
2007-08-21,87.7351,96.6731,87.5206,91.4533,245366.0
2007-08-22,91.8824,93.3124,90.1663,90.9528,178647.0
2007-08-23,91.5248,91.5248,89.0937,89.5227,159461.0
2007-08-24,89.1652,91.5963,88.3787,91.3818,148092.0
2007-08-25,89.1652,91.5963,88.3787,91.3818,148092.0
2007-08-26,89.1652,91.5963,88.3787,91.3818,148092.0
2007-08-27,90.9528,91.5963,89.2367,89.3082,72925.0
2007-08-28,89.3797,89.5227,86.0905,86.2336,150953.0
2007-08-29,86.8771,89.2367,86.3766,87.5206,131021.0
2007-08-30,86.8771,88.6647,86.3051,87.4491,161314.0
2007-08-31,88.6647,90.4523,87.5206,88.2357,96250.0
2007-09-01,88.6647,90.4523,87.5206,88.2357,96250.0
2007-09-02,88.6647,90.4523,87.5206,88.2357,96250.0
2007-09-03,88.6647,90.4523,87.5206,88.2357,96250.0
2007-09-04,88.1642,92.2399,87.8066,89.2367,166313.0
2007-09-05,90.0233,90.0233,87.3061,87.9496,120814.0
2007-09-06,87.8781,88.6647,86.5911,87.1631,167452.0
2007-09-07,86.8771,86.9486,85.304,86.162,195158.0
2007-09-08,86.8771,86.9486,85.304,86.162,195158.0
2007-09-09,86.8771,86.9486,85.304,86.162,195158.0
2007-09-10,87.0916,87.0916,84.5175,85.3755,95321.0
2007-09-11,86.2336,86.8771,84.8035,85.304,96836.0
2007-09-12,85.6664,86.1738,84.2894,85.9563,92240.0
2007-09-13,86.6086,87.1884,85.536,86.4637,97211.0
2007-09-14,86.6086,87.2609,85.0141,87.1884,66525.0
2007-09-15,86.6086,87.2609,85.0141,87.1884,66525.0
2007-09-16,86.6086,87.2609,85.0141,87.1884,66525.0
2007-09-17,87.4783,87.4783,84.7242,85.5939,104129.0
2007-09-18,86.6086,89.0728,85.0866,89.0728,84400.0
2007-09-19,90.0874,92.9865,89.4343,90.2324,128491.0
2007-09-20,90.2324,90.4498,88.1306,88.7829,42882.0
2007-09-21,90.015,90.015,88.2031,88.493,64878.0
2007-09-22,90.015,90.015,88.2031,88.493,64878.0
2007-09-23,90.015,90.015,88.2031,88.493,64878.0
2007-09-24,88.7829,88.7829,86.8985,87.1159,70563.0
2007-09-25,86.3912,87.7682,86.3187,87.1884,77433.0
2007-09-26,87.1159,88.4205,86.6086,87.9856,64524.0
2007-09-27,88.1306,89.5801,87.8407,88.6379,59944.0
2007-09-28,88.9278,89.3627,86.971,89.0003,73401.0
2007-09-29,88.9278,89.3627,86.971,89.0003,73401.0
2007-09-30,88.9278,89.3627,86.971,89.0003,73401.0
2007-10-01,88.9278,90.4498,88.8554,89.87,77864.0
2007-10-02,89.2177,90.9572,88.8554,90.6673,118912.0
2007-10-03,90.3773,90.7397,88.7104,90.5948,124548.0
2007-10-04,90.6673,91.6819,88.493,88.7829,68996.0
2007-10-05,89.5801,90.2324,88.4205,88.7829,112959.0
2007-10-06,89.5801,90.2324,88.4205,88.7829,112959.0
2007-10-07,89.5801,90.2324,88.4205,88.7829,112959.0
2007-10-08,88.9278,90.0874,88.6379,88.7829,47998.0
2007-10-09,89.0003,89.5076,88.2031,89.5076,54706.0
2007-10-10,88.6379,90.015,88.6379,89.5076,87268.0
2007-10-11,89.3627,89.7975,89.0003,89.2902,93178.0
2007-10-12,89.2177,89.87,88.4205,88.8554,71737.0
2007-10-13,89.2177,89.87,88.4205,88.8554,71737.0
2007-10-14,89.2177,89.87,88.4205,88.8554,71737.0
2007-10-15,88.7829,89.0003,86.971,87.3334,86203.0
2007-10-16,86.971,88.0581,86.2462,86.8985,149347.0
2007-10-17,87.1159,87.5508,82.8399,84.6518,347782.0
2007-10-18,83.3472,83.5646,76.1721,80.5931,312108.0
2007-10-19,80.6656,81.2454,77.3317,79.2161,258310.0
2007-10-20,80.6656,81.2454,77.3317,79.2161,258310.0
2007-10-21,80.6656,81.2454,77.3317,79.2161,258310.0
2007-10-22,78.7812,78.7812,76.0996,77.5491,254877.0
2007-10-23,77.4767,78.2739,76.0996,78.2014,214145.0
2007-10-24,77.6216,78.4913,75.1574,76.317,234686.0
2007-10-25,76.317,77.1143,73.2006,74.8675,260486.0
2007-10-26,75.0849,76.9693,74.795,76.9693,182679.0
2007-10-27,75.0849,76.9693,74.795,76.9693,182679.0
2007-10-28,75.0849,76.9693,74.795,76.9693,182679.0
2007-10-29,77.1143,77.1143,76.2446,76.9693,140062.0
2007-10-30,76.6794,78.1289,76.5345,77.3317,400402.0
2007-10-31,77.7666,78.1289,76.0271,76.462,226482.0
2007-11-01,76.462,76.462,72.9832,74.2152,381756.0
2007-11-02,74.0703,74.2877,67.2576,69.1419,771338.0
2007-11-03,74.0703,74.2877,67.2576,69.1419,771338.0
2007-11-04,74.0703,74.2877,67.2576,69.1419,771338.0
2007-11-05,68.1997,68.852,66.3154,67.9098,476352.0
2007-11-06,67.7649,68.0548,66.8227,67.9823,235048.0
2007-11-07,66.9677,67.6199,66.6415,66.8227,386581.0
2007-11-08,66.6778,67.33,60.9522,62.6916,826730.0
2007-11-09,62.1843,67.9098,61.4595,67.1126,527053.0
2007-11-10,62.1843,67.9098,61.4595,67.1126,527053.0
2007-11-11,62.1843,67.9098,61.4595,67.1126,527053.0
2007-11-12,67.0401,70.5914,66.8952,68.6346,313226.0
2007-11-13,68.6346,71.8235,68.5621,71.8235,223001.0
2007-11-14,72.4758,75.1574,72.1134,73.0556,452121.0
2007-11-15,72.4758,73.2006,69.6493,70.519,180064.0
2007-11-16,71.0263,71.0263,68.1273,69.2144,213829.0
2007-11-17,71.0263,71.0263,68.1273,69.2144,213829.0
2007-11-18,71.0263,71.0263,68.1273,69.2144,213829.0
2007-11-19,69.1419,69.1419,67.1126,68.1273,347158.0
2007-11-20,67.9823,70.6639,65.3007,67.1851,361437.0
2007-11-21,65.2282,68.2614,65.0833,66.3154,127398.0
2007-11-22,65.2282,68.2614,65.0833,66.3154,127398.0
2007-11-23,67.1851,70.0841,66.8952,68.6346,79818.0
2007-11-24,67.1851,70.0841,66.8952,68.6346,79818.0
2007-11-25,67.1851,70.0841,66.8952,68.6346,79818.0
2007-11-26,68.7071,69.2144,65.3732,65.953,278707.0
2007-11-27,65.808,67.9823,65.808,67.475,182844.0
2007-11-28,67.9823,70.3015,67.6199,70.1566,218512.0
2007-11-29,69.5768,70.1566,68.1273,69.0695,163609.0
2007-11-30,70.0116,71.7511,68.6346,69.6493,275546.0
2007-12-01,70.0116,71.7511,68.6346,69.6493,275546.0
2007-12-02,70.0116,71.7511,68.6346,69.6493,275546.0
2007-12-03,69.1419,70.6639,68.9245,70.0116,126770.0
2007-12-04,69.5043,69.5043,68.1273,68.1273,147076.0
2007-12-05,68.4172,70.519,68.1273,70.374,344272.0
2007-12-06,70.0116,73.563,70.0116,72.4033,330421.0
2007-12-07,72.4758,78.8537,72.4758,76.1721,298494.0
2007-12-08,72.4758,78.8537,72.4758,76.1721,298494.0
2007-12-09,72.4758,78.8537,72.4758,76.1721,298494.0
2007-12-10,76.2446,78.7087,75.5198,77.1143,117301.0
2007-12-11,77.6216,77.9115,71.896,73.2006,336488.0
2007-12-12,75.6308,77.3982,70.4022,72.906,197824.0
2007-12-13,72.2433,73.0533,69.6658,72.3169,212427.0
2007-12-14,71.4332,74.6735,70.8072,73.4952,188443.0
2007-12-15,71.4332,74.6735,70.8072,73.4952,188443.0
2007-12-16,71.4332,74.6735,70.8072,73.4952,188443.0
2007-12-17,72.8324,75.0048,72.0223,73.7161,199480.0
2007-12-18,74.5262,74.5262,71.7278,74.0107,202240.0
2007-12-19,73.6425,74.4525,71.9487,72.9797,144969.0
2007-12-20,73.4952,74.0107,71.875,73.5688,138216.0
2007-12-21,70.6231,75.9254,69.9603,75.9254,472727.0
2007-12-22,70.6231,75.9254,69.9603,75.9254,472727.0
2007-12-23,70.6231,75.9254,69.9603,75.9254,472727.0
2007-12-24,75.6308,76.5145,73.7897,74.4525,128147.0
2007-12-25,75.6308,76.5145,73.7897,74.4525,128147.0
2007-12-26,74.3789,80.3439,73.6425,79.3866,264155.0
2007-12-27,78.5029,78.7974,76.1463,77.1773,196166.0
2007-12-28,77.9137,78.8711,76.3672,76.9564,138971.0
2007-12-29,77.9137,78.8711,76.3672,76.9564,138971.0
2007-12-30,77.9137,78.8711,76.3672,76.9564,138971.0
2007-12-31,76.9564,78.7238,75.3362,78.061,193688.0
2008-01-01,76.9564,78.7238,75.3362,78.061,193688.0
2008-01-02,79.3129,79.3129,73.4952,74.5262,350368.0
2008-01-03,75.4835,75.4835,72.3905,72.9797,205372.0
2008-01-04,72.9797,72.9797,70.034,70.3286,258549.0
2008-01-05,72.9797,72.9797,70.034,70.3286,258549.0
2008-01-06,72.9797,72.9797,70.034,70.3286,258549.0
2008-01-07,70.6968,72.7588,70.3286,71.5068,192010.0
2008-01-08,71.9487,72.3905,69.9603,70.3286,236191.0
2008-01-09,70.3286,70.9913,67.6774,70.1076,280115.0
2008-01-10,69.9603,72.096,68.2666,71.2123,269950.0
2008-01-11,70.4758,71.7278,67.972,70.034,235036.0
2008-01-12,70.4758,71.7278,67.972,70.034,235036.0
2008-01-13,70.4758,71.7278,67.972,70.034,235036.0
2008-01-14,70.6968,72.096,69.3712,71.2859,168421.0
2008-01-15,69.5921,69.9603,66.0573,67.4565,370473.0
2008-01-16,68.2666,76.0727,66.6464,70.6231,456518.0
2008-01-17,70.6231,71.5068,66.8674,67.1619,337817.0
2008-01-18,67.0146,68.1193,64.5108,65.5418,386350.0
2008-01-19,67.0146,68.1193,64.5108,65.5418,386350.0
2008-01-20,67.0146,68.1193,64.5108,65.5418,386350.0
2008-01-21,67.0146,68.1193,64.5108,65.5418,386350.0
2008-01-22,62.5961,70.3286,62.5961,67.6038,320548.0
2008-01-23,66.2782,79.6811,66.2782,78.8711,616806.0
2008-01-24,77.3246,83.3633,76.3672,81.3013,495977.0
2008-01-25,84.6888,88.371,84.3206,85.4989,495063.0
2008-01-26,84.6888,88.371,84.3206,85.4989,495063.0
2008-01-27,84.6888,88.371,84.3206,85.4989,495063.0
2008-01-28,85.1307,95.5879,84.6888,95.4406,525841.0
2008-01-29,95.4406,97.5763,90.6539,95.8825,322121.0
2008-01-30,96.0298,99.491,93.8205,94.9251,412025.0
2008-01-31,92.0531,100.5956,90.7275,99.5646,517251.0
2008-02-01,100.8165,104.425,100.5956,103.6149,449563.0
2008-02-02,100.8165,104.425,100.5956,103.6149,449563.0
2008-02-03,100.8165,104.425,100.5956,103.6149,449563.0
2008-02-04,102.6576,102.9522,97.5763,98.0918,277921.0
2008-02-05,96.8398,98.5336,94.7779,95.6616,228837.0
2008-02-06,94.2992,98.0918,94.0414,95.0724,209573.0
2008-02-07,93.305,96.6189,93.305,94.2624,236207.0
2008-02-08,94.2624,96.6189,93.0104,94.9251,176668.0
2008-02-09,94.2624,96.6189,93.0104,94.9251,176668.0
2008-02-10,94.2624,96.6189,93.0104,94.9251,176668.0
2008-02-11,94.1151,95.5879,93.305,93.9678,117265.0
2008-02-12,94.7779,96.9871,92.3476,93.9678,215524.0
2008-02-13,94.6306,94.6306,90.0647,92.7159,238810.0
2008-02-14,93.305,93.305,91.0957,91.9794,166624.0
2008-02-15,91.6112,92.0531,89.181,90.8012,169540.0
2008-02-16,91.6112,92.0531,89.181,90.8012,169540.0
2008-02-17,91.6112,92.0531,89.181,90.8012,169540.0
2008-02-18,91.6112,92.0531,89.181,90.8012,169540.0
2008-02-19,90.9484,91.6849,87.119,89.0337,189592.0
2008-02-20,87.5609,90.9484,87.0454,89.8438,208447.0
2008-02-21,90.6539,91.3167,86.3826,87.119,238220.0
2008-02-22,86.9718,87.7082,84.0261,86.9718,441353.0
2008-02-23,86.9718,87.7082,84.0261,86.9718,441353.0
2008-02-24,86.9718,87.7082,84.0261,86.9718,441353.0
2008-02-25,84.6152,85.1307,81.5222,84.6888,378741.0
2008-02-26,84.3206,86.4563,84.3206,85.2043,285675.0
2008-02-27,84.6888,85.9408,83.1792,83.8788,288236.0
2008-02-28,83.0687,84.9834,82.4059,82.7005,207947.0
2008-02-29,82.185,83.1423,81.0067,81.3013,205960.0
2008-03-01,82.185,83.1423,81.0067,81.3013,205960.0
2008-03-02,82.185,83.1423,81.0067,81.3013,205960.0
2008-03-03,82.6268,83.6578,81.6695,82.2586,211612.0
2008-03-04,81.5959,82.9951,80.4176,81.5222,278122.0
2008-03-05,81.7431,83.216,78.7238,79.1656,231338.0
2008-03-06,78.7974,78.7974,75.4835,75.4835,230855.0
2008-03-07,74.3789,77.8401,73.6425,76.22,210060.0
2008-03-08,74.3789,77.8401,73.6425,76.22,210060.0
2008-03-09,74.3789,77.8401,73.6425,76.22,210060.0
2008-03-10,76.5882,79.1656,75.3362,75.4835,168122.0
2008-03-11,79.2393,81.5222,77.6928,81.3013,230371.0
2008-03-12,81.9738,83.3936,79.6573,79.6573,187204.0
2008-03-13,79.2837,80.7035,76.8925,79.209,232995.0
2008-03-14,80.7782,80.7782,77.1914,77.7892,278340.0
2008-03-15,80.7782,80.7782,77.1914,77.7892,278340.0
2008-03-16,80.7782,80.7782,77.1914,77.7892,278340.0
2008-03-17,76.9672,79.0595,74.9496,77.7892,282055.0
2008-03-18,78.7606,81.6749,76.9663,81.376,248143.0
2008-03-19,82.0486,85.1123,81.0024,82.198,200278.0
2008-03-20,82.4222,86.9804,82.0514,86.1585,273157.0
2008-03-21,82.4222,86.9804,82.0514,86.1585,273157.0
2008-03-22,82.4222,86.9804,82.0514,86.1585,273157.0
2008-03-23,82.4222,86.9804,82.0514,86.1585,273157.0
2008-03-24,87.0552,91.1651,84.1409,88.998,217677.0
2008-03-25,88.6991,90.0442,86.9057,89.2969,154749.0
2008-03-26,88.4002,88.998,86.9057,87.8771,168941.0
2008-03-27,89.3717,89.3717,86.1585,86.4574,205473.0
2008-03-28,86.6815,87.7277,84.0661,84.7387,149955.0
2008-03-29,86.6815,87.7277,84.0661,84.7387,149955.0
2008-03-30,86.6815,87.7277,84.0661,84.7387,149955.0
2008-03-31,85.7101,87.5035,84.8134,87.1299,177835.0
2008-04-01,87.9519,89.7453,86.6068,89.7453,163234.0
2008-04-02,89.7453,90.4925,88.0266,88.998,187544.0
2008-04-03,89.0727,89.0727,86.831,88.5497,102601.0
2008-04-04,87.8771,88.1013,85.2618,85.5607,147698.0
2008-04-05,87.8771,88.1013,85.2618,85.5607,147698.0
2008-04-06,87.8771,88.1013,85.2618,85.5607,147698.0
2008-04-07,87.1299,87.8771,86.009,86.4574,112379.0
2008-04-08,86.009,86.6815,83.3189,84.0661,169499.0
2008-04-09,84.0661,84.9628,83.7672,84.4398,151764.0
2008-04-10,84.0661,84.2903,82.4969,83.02,107300.0
2008-04-11,82.2727,84.0661,82.198,82.9453,145951.0
2008-04-12,82.2727,84.0661,82.198,82.9453,145951.0
2008-04-13,82.2727,84.0661,82.198,82.9453,145951.0
2008-04-14,82.9453,85.8596,80.6288,81.0024,184547.0
2008-04-15,81.3013,81.8244,79.7321,80.6288,196678.0
2008-04-16,81.4508,83.2442,81.3013,82.5716,160691.0
2008-04-17,82.4222,88.1013,82.198,87.8024,170855.0
2008-04-18,89.6706,92.8837,88.3255,91.6881,267559.0
2008-04-19,89.6706,92.8837,88.3255,91.6881,267559.0
2008-04-20,89.6706,92.8837,88.3255,91.6881,267559.0
2008-04-21,90.4178,90.4178,83.1694,83.3189,318964.0
2008-04-22,83.6925,86.3079,83.6925,84.5145,246124.0
2008-04-23,84.5145,84.5892,82.3475,84.2156,219706.0
2008-04-24,84.6639,88.9233,84.5145,88.1013,158924.0
2008-04-25,88.4749,89.2222,86.1585,88.5497,106524.0
2008-04-26,88.4749,89.2222,86.1585,88.5497,106524.0
2008-04-27,88.4749,89.2222,86.1585,88.5497,106524.0
2008-04-28,88.8486,89.8947,84.0661,89.5211,122585.0
2008-04-29,89.1475,90.1936,88.3255,89.6706,145654.0
2008-04-30,89.4464,93.4068,89.1475,93.1826,290719.0
2008-05-01,92.5101,98.5629,92.5101,97.2925,226642.0
2008-05-02,98.0398,99.609,97.2178,97.5915,168456.0
2008-05-03,98.0398,99.609,97.2178,97.5915,168456.0
2008-05-04,98.0398,99.609,97.2178,97.5915,168456.0
2008-05-05,97.5167,97.5915,91.5387,92.0618,199496.0
2008-05-06,89.7453,92.2112,89.0727,91.6881,183360.0
2008-05-07,92.3607,92.3607,88.3255,88.4749,116899.0
2008-05-08,89.4464,90.1936,87.5035,89.1475,128475.0
2008-05-09,88.4002,90.4925,88.1013,88.2508,93190.0
2008-05-10,88.4002,90.4925,88.1013,88.2508,93190.0
2008-05-11,88.4002,90.4925,88.1013,88.2508,93190.0
2008-05-12,88.0266,89.6706,88.0266,89.6706,75662.0
2008-05-13,89.6706,89.6706,88.2508,89.0727,91460.0
2008-05-14,89.6706,90.5673,88.6991,90.5673,96402.0
2008-05-15,88.5497,90.642,87.8771,90.4925,131420.0
2008-05-16,90.8662,90.8662,88.2508,89.2969,120453.0
2008-05-17,90.8662,90.8662,88.2508,89.2969,120453.0
2008-05-18,90.8662,90.8662,88.2508,89.2969,120453.0
2008-05-19,89.1475,89.6706,88.4749,88.8486,160867.0
2008-05-20,88.2508,88.6991,86.7563,87.1299,143819.0
2008-05-21,86.6068,88.8486,84.9628,85.5607,220299.0
2008-05-22,84.9628,87.0552,84.9628,86.0837,139261.0
2008-05-23,85.4112,86.1585,85.187,85.2618,115289.0
2008-05-24,85.4112,86.1585,85.187,85.2618,115289.0
2008-05-25,85.4112,86.1585,85.187,85.2618,115289.0
2008-05-26,85.4112,86.1585,85.187,85.2618,115289.0
2008-05-27,85.187,85.187,82.3475,83.0947,236583.0
2008-05-28,83.1694,84.365,80.4793,84.365,467847.0
2008-05-29,85.1123,85.4112,82.6464,83.2442,183285.0
2008-05-30,84.0661,84.0661,80.7782,81.4508,286191.0
2008-05-31,84.0661,84.0661,80.7782,81.4508,286191.0
2008-06-01,84.0661,84.0661,80.7782,81.4508,286191.0
2008-06-02,80.9277,80.9277,78.1628,79.0595,199228.0
2008-06-03,79.6573,79.7321,77.4156,77.7145,197415.0
2008-06-04,76.9672,78.4617,75.9958,76.5189,205641.0
2008-06-05,77.0419,78.1628,75.8463,77.1914,167274.0
2008-06-06,76.8925,76.8925,73.1562,73.1562,322446.0
2008-06-07,76.8925,76.8925,73.1562,73.1562,322446.0
2008-06-08,76.8925,76.8925,73.1562,73.1562,322446.0
2008-06-09,73.3057,74.3518,71.1386,72.1848,191057.0
2008-06-10,71.1386,74.4266,71.1386,73.231,223818.0
2008-06-11,73.9906,73.9906,68.8249,71.0279,353269.0
2008-06-12,71.0279,73.3828,70.1163,73.3828,245653.0
2008-06-13,73.079,73.1549,60.7725,67.5335,693376.0
2008-06-14,73.079,73.1549,60.7725,67.5335,693376.0
2008-06-15,73.079,73.1549,60.7725,67.5335,693376.0
2008-06-16,66.1661,66.8498,63.3554,65.4064,443699.0
2008-06-17,66.1661,66.8498,62.8996,63.6592,414045.0
2008-06-18,63.3554,64.5708,59.4811,61.1524,504026.0
2008-06-19,61.912,64.0391,59.861,62.8996,472359.0
2008-06-20,62.8236,65.4824,61.5322,62.8236,473623.0
2008-06-21,62.8236,65.4824,61.5322,62.8236,473623.0
2008-06-22,62.8236,65.4824,61.5322,62.8236,473623.0
2008-06-23,62.8236,64.267,58.6455,58.9494,408771.0
2008-06-24,58.7215,60.1648,58.4176,58.7974,344430.0
2008-06-25,59.2532,64.191,59.2532,60.4687,398845.0
2008-06-26,60.2408,60.2408,56.1386,57.4301,382812.0
2008-06-27,56.2146,56.2146,50.973,52.2644,601909.0
2008-06-28,56.2146,56.2146,50.973,52.2644,601909.0
2008-06-29,56.2146,56.2146,50.973,52.2644,601909.0
2008-06-30,50.5172,51.9605,47.7824,50.0614,530984.0
2008-07-01,48.8459,52.0745,47.6305,51.5047,504287.0
2008-07-02,51.3528,56.1386,49.4537,49.5296,375853.0
2008-07-03,49.5296,49.9854,45.7313,46.3391,400202.0
2008-07-04,49.5296,49.9854,45.7313,46.3391,400202.0
2008-07-05,49.5296,49.9854,45.7313,46.3391,400202.0
2008-07-06,49.5296,49.9854,45.7313,46.3391,400202.0
2008-07-07,47.2507,52.0365,46.2631,46.7949,394917.0
2008-07-08,48.1622,48.2382,46.1112,48.2382,568041.0
2008-07-09,48.0103,49.3777,45.3515,45.6554,346714.0
2008-07-10,45.9592,46.3391,43.6803,45.1996,320821.0
2008-07-11,45.1996,46.415,44.212,45.0476,477940.0
2008-07-12,45.1996,46.415,44.212,45.0476,477940.0
2008-07-13,45.1996,46.415,44.212,45.0476,477940.0
2008-07-14,44.7438,45.1996,40.2618,40.7176,354599.0
2008-07-15,39.5781,41.7811,37.603,38.8944,866077.0
2008-07-16,39.1223,44.5159,38.5146,44.212,441972.0
2008-07-17,42.6167,50.5931,42.3129,50.5931,710405.0
2008-07-18,50.1373,53.176,47.6305,52.3404,585934.0
2008-07-19,50.1373,53.176,47.6305,52.3404,585934.0
2008-07-20,50.1373,53.176,47.6305,52.3404,585934.0
2008-07-21,52.4163,52.5682,45.4275,46.0352,604690.0
2008-07-22,45.5794,52.0365,44.5159,51.6567,369776.0
2008-07-23,52.1884,57.4301,51.7326,55.9107,496828.0
2008-07-24,56.5944,57.2781,51.8086,52.4163,478007.0
2008-07-25,53.8597,54.7713,49.5296,50.6691,211864.0
2008-07-26,53.8597,54.7713,49.5296,50.6691,211864.0
2008-07-27,53.8597,54.7713,49.5296,50.6691,211864.0
2008-07-28,51.9605,52.6442,47.5545,48.1622,199348.0
2008-07-29,48.2382,55.4549,47.6305,53.176,274818.0
2008-07-30,53.176,54.9232,52.3404,53.8597,271375.0
2008-07-31,52.4163,53.5558,51.5047,52.1884,192800.0
2008-08-01,52.3404,53.176,50.897,52.7961,126259.0
2008-08-02,52.3404,53.176,50.897,52.7961,126259.0
2008-08-03,52.3404,53.176,50.897,52.7961,126259.0
2008-08-04,53.176,53.2519,51.5047,51.5047,163724.0
2008-08-05,52.1125,53.9356,51.3528,53.8597,217969.0
2008-08-06,53.6318,55.6828,52.6442,55.0751,197840.0
2008-08-07,55.6828,55.8348,53.176,54.0876,235372.0
2008-08-08,54.4674,57.1262,54.0876,56.8223,130294.0
2008-08-09,54.4674,57.1262,54.0876,56.8223,130294.0
2008-08-10,54.4674,57.1262,54.0876,56.8223,130294.0
2008-08-11,56.2146,61.2283,55.5309,61.1524,216672.0
2008-08-12,60.4687,62.2919,57.7339,58.1137,184584.0
2008-08-13,58.4936,59.2532,56.1386,57.0502,195411.0
2008-08-14,55.9867,58.5695,55.8604,58.5695,137815.0
2008-08-15,58.7215,59.1773,55.8348,56.9743,183920.0
2008-08-16,58.7215,59.1773,55.8348,56.9743,183920.0
2008-08-17,58.7215,59.1773,55.8348,56.9743,183920.0
2008-08-18,56.8223,57.4301,53.8597,53.8597,124722.0
2008-08-19,53.176,53.9356,50.5172,50.897,180947.0
2008-08-20,51.5047,52.2644,49.3777,51.8086,109439.0
2008-08-21,51.0489,53.024,49.9094,50.7451,80399.0
2008-08-22,52.0365,55.1511,50.821,54.1635,117908.0
2008-08-23,52.0365,55.1511,50.821,54.1635,117908.0
2008-08-24,52.0365,55.1511,50.821,54.1635,117908.0
2008-08-25,54.0116,54.0116,51.8846,52.1884,75848.0
2008-08-26,52.3404,53.6318,51.0489,53.6318,94580.0
2008-08-27,53.3279,58.1897,51.9605,56.8223,114032.0
2008-08-28,57.2781,57.2781,53.2519,54.9232,190064.0
2008-08-29,53.176,69.7365,52.4163,61.912,380802.0
2008-08-30,53.176,69.7365,52.4163,61.912,380802.0
2008-08-31,53.176,69.7365,52.4163,61.912,380802.0
2008-09-01,53.176,69.7365,52.4163,61.912,380802.0
2008-09-02,62.5198,70.0404,61.6082,68.9768,318590.0
2008-09-03,67.6854,67.7614,63.6592,65.7103,292626.0
2008-09-04,63.9631,65.3305,61.8361,62.1399,224514.0
2008-09-05,60.8485,66.6979,56.9743,66.318,272053.0
2008-09-06,60.8485,66.6979,56.9743,66.318,272053.0
2008-09-07,60.8485,66.6979,56.9743,66.318,272053.0
2008-09-08,68.7489,69.8884,66.1661,67.8373,278788.0
2008-09-09,67.2296,67.4575,60.2408,60.5446,386465.0
2008-09-10,61.0818,63.3072,57.0915,60.3912,217496.0
2008-09-11,57.552,60.6214,55.2499,60.5447,227129.0
2008-09-12,59.0867,61.7724,57.8589,60.2377,147338.0
2008-09-13,59.0867,61.7724,57.8589,60.2377,147338.0
2008-09-14,59.0867,61.7724,57.8589,60.2377,147338.0
2008-09-15,57.1683,62.3096,54.4825,60.0075,245674.0
2008-09-16,58.0124,59.9308,54.4825,59.2402,299766.0
2008-09-17,55.787,62.4631,55.787,61.3888,378446.0
2008-09-18,61.6957,80.5727,60.4679,80.5727,490144.0
2008-09-19,84.7932,95.5363,80.2658,85.7141,1063683.0
2008-09-20,84.7932,95.5363,80.2658,85.7141,1063683.0
2008-09-21,84.7932,95.5363,80.2658,85.7141,1063683.0
2008-09-22,80.9564,84.4095,73.1294,76.3523,134840.0
2008-09-23,75.2012,80.4193,73.2445,74.2037,99838.0
2008-09-24,71.211,76.8127,66.837,71.8249,96105.0
2008-09-25,71.5946,74.5873,69.2158,70.2134,110828.0
2008-09-26,71.211,72.6689,67.5276,69.2926,97793.0
2008-09-27,71.211,72.6689,67.5276,69.2926,97793.0
2008-09-28,71.211,72.6689,67.5276,69.2926,97793.0
2008-09-29,66.837,70.0599,61.9259,61.9259,136915.0
2008-09-30,64.4582,68.4485,62.2329,63.6141,72636.0
2008-10-01,62.9235,69.0624,62.9235,66.0697,146539.0
2008-10-02,68.295,68.295,61.7724,62.2329,52304.0
2008-10-03,62.2329,66.003,58.3193,58.3193,104509.0
2008-10-04,62.2329,66.003,58.3193,58.3193,104509.0
2008-10-05,62.2329,66.003,58.3193,58.3193,104509.0
2008-10-06,58.8565,59.854,51.1829,56.6311,129072.0
2008-10-07,56.6311,62.9235,53.7152,53.8686,72328.0
2008-10-08,57.552,57.8589,49.9551,51.4131,189137.0
2008-10-09,52.1037,53.5617,47.1159,47.5763,181657.0
2008-10-10,44.2766,57.0915,43.893,57.0915,221952.0
2008-10-11,44.2766,57.0915,43.893,57.0915,221952.0
2008-10-12,44.2766,57.0915,43.893,57.0915,221952.0
2008-10-13,57.552,57.552,52.4107,57.3985,100516.0
2008-10-14,58.0124,63.3072,54.3291,57.7822,344757.0
2008-10-15,55.0964,57.3975,52.7943,53.2548,171386.0
2008-10-16,52.9478,54.2523,49.8784,51.8735,225913.0
2008-10-17,50.262,56.8613,47.96,49.8784,148537.0
2008-10-18,50.262,56.8613,47.96,49.8784,148537.0
